year,film,person,is_winner,raw_text,source_url
,2019,Kim Hyang-gi,False,39 | 2019 | Kim Hyang-gi | Innocent Witness | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Jung Yu-mi,False,40 | 2020 | Jung Yu-mi | Kim Ji-young: Born 1982 | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Moon So-ri,False,41 | 2021 | Moon So-ri | Three Sisters | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Tang Wei,False,42 | 2022 | Tang Wei | Decision to Leave | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Kim Seo-hyung,False,43 | 2023 | Kim Seo-hyung | Green House | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Kim Jae-hwa,False,44 | 2024 | Kim Jae-hwa | Blesser | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,Jang Sun,False,45 | 2025 | Jang Sun | Red Nails | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Jo Jung-suk,False,33 | 2013 | Jo Jung-suk | The Face Reader | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Kwak Do-won,False,34 | 2014 | Kwak Do-won | The Attorney | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Yoo Hae-jin,False,37 | 2017 | Yoo Hae-jin | A Taxi Driver | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Ju Ji-hoon,False,38 | 2018 | Ju Ji-hoon | The Spy Gone North | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Jin Seon-kyu,False,39 | 2019 | Jin Seon-kyu | Extreme Job | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Park Jeong-min,False,40 | 2020 | Park Jeong-min | Deliver Us from Evil | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Huh Joon-ho,False,41 | 2021 | Huh Joon-ho | Escape from Mogadishu | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Jo Woo-jin,False,42 | 2022 | Jo Woo-jin | Kingmaker | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Kim Jong-su,False,43 | 2023 | Kim Jong-su | Smugglers | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Hyun Bong-sik,False,44 | 2024 | Hyun Bong-sik | Victory | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,Park Hee-soon,False,45 | 2025 | Park Hee-soon | No Other Choice | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Park Shin-hye,False,33 | 2013 | Park Shin-hye | Miracle in Cell No. 7 | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Jo Yeo-jeong,False,34 | 2014 | Jo Yeo-jeong | Obsessed | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Jeon Hye-jin,False,37 | 2017 | Jeon Hye-jin | The Merciless | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Kwon So-hyun,False,38 | 2018 | Kwon So-hyun | Miss Baek | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Kim Sae-byuk,False,39 | 2019 | Kim Sae-byuk | House of Hummingbird | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Kim Mi-kyung,False,40 | 2020 | Kim Mi-kyung | Kim Ji-young: Born 1982 | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Kim Sun-young,False,41 | 2021 | Kim Sun-young | Three Sisters | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Jeon Hye-jin,False,42 | 2022 | Jeon Hye-jin | Hunt | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Lee Yoon-ji,False,43 | 2023 | Lee Yoon-ji | Dream Palace | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Yeom Hye-ran,False,44 | 2024 | Yeom Hye-ran | Citizen of a Kind | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,Kim Geum-soon,False,45 | 2025 | Kim Geum-soon | Yadang: The Snitch | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,Kwak Ji-kyoon,False,6 | 1986 | Kwak Ji-kyoon | Winter Wanderer | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,N/a,False,7 | 1987 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,Lee Kyu-hyung,False,8 | 1988 | Lee Kyu-hyung |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Park Kwang-su,False,9 | 1989 | Park Kwang-su | Chilsu and Mansu | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Kang Woo-suk,False,10 | 1990 | Kang Woo-suk | Happiness Does Not Come In Grades | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Hwang Qu-duk,False,11 | 1991 | Hwang Qu-duk | Our Class Accepts Anyone Regardless of Grade | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Kim Young-bin,False,12 | 1992 | Kim Young-bin | Kim's War | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Hong Ki-seon,False,"13 | 1993 | Hong Ki-seon | Sorrow, Like a Withdrawn Dagger, Left My Heart | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Lee Jung-gook,False,14 | 1994 | Lee Jung-gook | The Story of Two Women | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Kim Hong-joon,False,15 | 1995 | Kim Hong-joon | Rosy Life | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Hong Sang-soo,False,16 | 1996 | Hong Sang-soo | The Day a Pig Fell into the Well | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Lee Chang-dong,False,17 | 1997 | Lee Chang-dong | Green Fish | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,Chang Yoon-hyun,False,18 | 1998 | Chang Yoon-hyun | The Contact | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Lee Jeong-hyang,False,19 | 1999 | Lee Jeong-hyang | Art Museum by the Zoo | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Jung Ji-woo,False,20 | 2000 | Jung Ji-woo | Happy End | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Song Il-gon,False,21 | 2001 | Song Il-gon | Flower Island | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,Kim In-shik,False,22 | 2002 | Kim In-shik | Road Movie | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,Jang Joon-hwan,False,23 | 2003 | Jang Joon-hwan | Save the Green Planet! | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Choi Dong-hoon,False,24 | 2004 | Choi Dong-hoon | The Big Swindle | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,Bang Eun-jin,False,25 | 2005 | Bang Eun-jin | Princess Aurora | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Kim Dae-woo,False,26 | 2006 | Kim Dae-woo | Forbidden Quest | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,"Jung Sik, Jung Beom-sik",False,"27 | 2007 | Jung Sik, Jung Beom-sik | Epitaph | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Jang Hoon,False,28 | 2008 | Jang Hoon | Rough Cut | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Kang Hyeong-cheol,False,29 | 2009 | Kang Hyeong-cheol | Scandal Makers | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Jang Cheol-soo,False,30 | 2010 | Jang Cheol-soo | Bedevilled | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Park Jung-bum,False,31 | 2011 | Park Jung-bum | The Journals of Musan | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,"Shin A-ga, Lee Sang-cheol",False,"32 | 2012 | Shin A-ga, Lee Sang-cheol | Jesus Hospital | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Huh Jung,False,33 | 2013 | Huh Jung | Hide and Seek | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Yang Woo-suk,False,34 | 2014 | Yang Woo-suk | The Attorney | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Kim Tae-yong,False,35 | 2015 | Kim Tae-yong | Set Me Free | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Yoon Ga-eun,False,36 | 2016 | Yoon Ga-eun | The World of Us | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Kang Yoon-sung,False,37 | 2017 | Kang Yoon-sung | The Outlaws | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Jeon Go-woon,False,38 | 2018 | Jeon Go-woon | Microhabitat | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Kim Bora,False,39 | 2019 | Kim Bora | House of Hummingbird | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Yoon Dan-bi,False,40 | 2020 | Yoon Dan-bi | Moving On | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Hong Eui-jeong,False,41 | 2021 | Hong Eui-jeong | Voice of Silence | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Lee Jung-jae,False,42 | 2022 | Lee Jung-jae | Hunt | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Ahn Tae-jin,False,43 | 2023 | Ahn Tae-jin | The Night Owl | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Cho Hyun-chul,False,44 | 2024 | Cho Hyun-chul | The Dream Songs | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,Park Joon-ho,False,45 | 2025 | Park Joon-ho | 3670 | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,Jung Han-yong,False,1 | 1980 | Jung Han-yong | Outsiders | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,N/a,False,2 | 1981 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,N/a,False,3 | 1983 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,N/a,False,4 | 1984 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1985,N/a,False,5 | 1985 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,N/a,False,6 | 1986 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,N/a,False,7 | 1987 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,N/a,False,8 | 1988 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,N/a,False,9 | 1989 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Lee Geung-young,False,10 | 1990 | Lee Geung-young | Kuro Arirang | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,N/a,False,11 | 1991 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,N/a,False,12 | 1992 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,N/a,False,13 | 1993 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Kim Byung-se,False,14 | 1994 | Kim Byung-se | Rosy Days | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Lee Jung-jae,False,15 | 1995 | Lee Jung-jae | The Young Man | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,N/a,False,16 | 1996 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Jung Woo-sung,False,17 | 1997 | Jung Woo-sung | Beat | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,Park Shin-yang,False,18 | 1998 | Park Shin-yang | The Letter | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Lee Sung-jae,False,19 | 1999 | Lee Sung-jae | Art Museum by the Zoo | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Sul Kyung-gu,False,20 | 2000 | Sul Kyung-gu | Peppermint Candy | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Yang Dong-geun,False,21 | 2001 | Yang Dong-geun | Address Unknown | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,Hwang Jung-min,False,22 | 2002 | Hwang Jung-min | Road Movie | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,Park Hae-il,False,23 | 2003 | Park Hae-il | Jealousy Is My Middle Name | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Gang Dong-won,False,24 | 2004 | Gang Dong-won | Temptation of Wolves | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,Ha Jung-woo,False,25 | 2005 | Ha Jung-woo | The Unforgiven | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Lee Yeong-hoon,False,26 | 2006 | Lee Yeong-hoon | No Regret | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,Daniel Henney,False,27 | 2007 | Daniel Henney | My Father | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Kang Ji-hwan,False,28 | 2008 | Kang Ji-hwan | Rough Cut | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Choi Jae-woong,False,29 | 2009 | Choi Jae-woong | The Sword with No Name | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Song Sae-byeok,False,30 | 2010 | Song Sae-byeok | The Servant | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Lee Je-hoon,False,31 | 2011 | Lee Je-hoon | The Front Line | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Kim Sung-kyun,False,32 | 2012 | Kim Sung-kyun | The Neighbor | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Yeo Jin-goo,False,33 | 2013 | Yeo Jin-goo | Hwayi: A Monster Boy | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Park Yoochun,False,34 | 2014 | Park Yoochun | Haemoo | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Choi Woo-shik,False,35 | 2015 | Choi Woo-shik | Set Me Free | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,N/a,False,36 | 2016 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Park Seo-joon,False,37 | 2017 | Park Seo-joon | Midnight Runners | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Nam Joo-hyuk,False,38 | 2018 | Nam Joo-hyuk | The Great Battle | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Park Hyung-sik,False,39 | 2019 | Park Hyung-sik | Juror 8 | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Kwak Min-gyu,False,40 | 2020 | Kwak Min-gyu | Move The Grave | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Lee Hong-nae,False,41 | 2021 | Lee Hong-nae | Made on the Rooftop | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Son Suk-ku,False,42 | 2022 | Son Suk-ku | The Roundup | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Park Jin-young,False,43 | 2023 | Park Jin-young | A Christmas Carol | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Lee Do-hyun,False,44 | 2024 | Lee Do-hyun | Exhuma | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,Cho You-hyun,False,45 | 2025 | Cho You-hyun | 3670 | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,N/a,False,1 | 1980 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,Na Young-hee,False,2 | 1981 | Na Young-hee | Children of Darkness | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,N/a,False,3 | 1983 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,Lee Bo-hee,False,4 | 1984 | Lee Bo-hee | Declaration of Fools | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1985,N/a,False,5 | 1985 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,N/a,False,6 | 1986 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,N/a,False,7 | 1987 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,N/a,False,8 | 1988 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Jin Yeong-mi,False,9 | 1989 | Jin Yeong-mi | Come Come Come Upward | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Lee Mi-yeon,False,10 | 1990 | Lee Mi-yeon | Happiness Does Not Come In Grades | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Choi Jin-sil,False,"11 | 1991 | Choi Jin-sil | My Love, My Bride | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Lee A-ro,False,12 | 1992 | Lee A-ro | Stairway to Heaven | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Oh Jeong-hae,False,13 | 1993 | Oh Jeong-hae | Sopyonje | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Park Sun-young,False,14 | 1994 | Park Sun-young | The Man with Breasts | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Lee Ji-eun,False,15 | 1995 | Lee Ji-eun | My Dear Keum-hong | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Lee Jung-hyun,False,16 | 1996 | Lee Jung-hyun | A Petal | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Lee Hye-eun,False,17 | 1997 | Lee Hye-eun | Corset | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,Jeon Do-yeon,False,18 | 1998 | Jeon Do-yeon | The Contact | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Yunjin Kim,False,19 | 1999 | Yunjin Kim | Shiri | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,"Kim Min-sun , Park Ye-jin , Lee Young-jin",False,"20 | 2000 | Kim Min-sun , Park Ye-jin , Lee Young-jin | Memento Mori | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Seo Joo-hee,False,21 | 2001 | Seo Joo-hee | Flower Island | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,Son Ye-jin,False,22 | 2002 | Son Ye-jin | Lovers' Concerto | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,Im Soo-jung,False,23 | 2003 | Im Soo-jung | A Tale of Two Sisters | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Kang Hye-jung,False,24 | 2004 | Kang Hye-jung | Oldboy | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,Jung Yu-mi,False,25 | 2005 | Jung Yu-mi | Blossom Again | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Han Hyo-joo,False,26 | 2006 | Han Hyo-joo | Ad-lib Night | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,Park Si-yeon,False,27 | 2007 | Park Si-yeon | A Love | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Seo Woo,False,28 | 2008 | Seo Woo | Crush and Blush | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Park Bo-young,False,29 | 2009 | Park Bo-young | Scandal Makers | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Lee Min-jung,False,30 | 2010 | Lee Min-jung | White Night | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Yoo Da-in,False,31 | 2011 | Yoo Da-in | Re-encounter | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Kim Go-eun,False,32 | 2012 | Kim Go-eun | A Muse | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Jung Eun-chae,False,33 | 2013 | Jung Eun-chae | Nobody's Daughter Haewon | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Lim Ji-yeon,False,34 | 2014 | Lim Ji-yeon | Obsessed | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Kwon So-hyun,False,35 | 2015 | Kwon So-hyun | Madonna | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Jeong Ha-dam,False,36 | 2016 | Jeong Ha-dam | Steel Flower | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Choi Hee-seo,False,37 | 2017 | Choi Hee-seo | Anarchist from Colony | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Kim Ga-hee,False,38 | 2018 | Kim Ga-hee | Park Hwayoung | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Park Ji-hu,False,39 | 2019 | Park Ji-hu | House of Hummingbird | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Kang Mal-geum,False,40 | 2020 | Kang Mal-geum | Lucky Chan-sil,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Gong Seung-yeon,False,41 | 2021 | Gong Seung-yeon | Aloners | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Lee Ji-eun,False,42 | 2022 | Lee Ji-eun | Broker | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Kim Si-eun,False,43 | 2023 | Kim Si-eun | Next Sohee | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Kim Hyeong-seo,False,44 | 2024 | Kim Hyeong-seo | Hopeless | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,Na Ae-jin,False,45 | 2025 | Na Ae-jin | Silver Apricot | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,N/a,False,1 | 1980 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,Yoon Sam-yook,False,2 | 1981 | Yoon Sam-yook | The Hut | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,Song Kil-han,False,"3 | 1983 | Song Kil-han | Sea Gull, Don't Fly Away | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,Im Choong,False,4 | 1984 | Im Choong | Mulleya Mulleya | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1985,"Yoon Sam-yook , Heo Jin",False,"5 | 1985 | Yoon Sam-yook , Heo Jin | The King's Poison | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,Song Kil-han,False,6 | 1986 | Song Kil-han | Gilsoddeum | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,Choi Geum-dong,False,7 | 1987 | Choi Geum-dong | Jung-kwang's Nonsense | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,Bae Chang-ho,False,8 | 1988 | Bae Chang-ho | Our Joyful Young Days | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Jang Sun-woo,False,9 | 1989 | Jang Sun-woo | The Age of Success | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Kwon Jae-woo,False,10 | 1990 | Kwon Jae-woo | The Rooster | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Lee Myung-se,False,"11 | 1991 | Lee Myung-se | My Love, My Bride | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Park Kwang-su,False,12 | 1992 | Park Kwang-su | Berlin Report | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Hong Ki-seon,False,"13 | 1993 | Hong Ki-seon | Sorrow, Like a Withdrawn Dagger, Left My Heart | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Yoon Sam-yook,False,14 | 1994 | Yoon Sam-yook | I Will Survive | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Yook Sang-hyo,False,15 | 1995 | Yook Sang-hyo | Rosy Life | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Bae Chang-ho,False,16 | 1996 | Bae Chang-ho | Love Story | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Lee Chang-dong,False,17 | 1997 | Lee Chang-dong | Green Fish | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
