year,ceremony,category,nominee,film,won
2004,Antalya Golden Orange Film Awards,Best Editing,Uğur Yücel Valdis Oskardottir,Yazı Tura,1
2005,Antalya Golden Orange Film Awards,Best Editing,Nathalie LeGuay,Korkuyorum Anne,1
2006,Antalya Golden Orange Film Awards,Best Editing,Ayhan Ergürsel,İklimler,1
2007,Antalya Golden Orange Film Awards,Best Editing,Andrew Bird,Yaşamın Kıyısında,1
2008,Antalya Golden Orange Film Awards,Best Editing,Mustafa Preşeva,Vicdan,1
2009,Antalya Golden Orange Film Awards,Best Editing,Erkan Tekemen,Bornova Bornova,1
2010,Antalya Golden Orange Film Awards,Best Editing,Aylin Zoi Tinel,Gölgeler ve Suretler,1
2011,Antalya Golden Orange Film Awards,Best Editing,Hasan Kalender,Güzel Günler Göreceğiz,1
2012,Antalya Golden Orange Film Awards,Best Editing,Christoph Loidl,Güzelliğin On Par’etmez,1
2013,Antalya Golden Orange Film Awards,Best Editing,Çiçek Kahraman,Mavi Dalga,1
2014,Antalya Golden Orange Film Awards,Best Editing,Yorgos Mavropsaridis,Sivas,1
2015,Antalya Golden Orange Film Awards,Best Editing,Emre Şahin,Takım: Mahalle Aşkına,1
2016,Antalya Golden Orange Film Awards,Best Editing,Ali Aga,Genç Pehlivanlar,1
2019,Antalya Golden Orange Film Awards,Best Editing,"Ali Özel, Mahmut Aran, Yakup İnanlı",Bozkır,1
2020,Antalya Golden Orange Film Awards,Best Editing,Ayris Alptekin,Hayaletler,1
2021,Antalya Golden Orange Film Awards,Best Editing,"Ferit Karahan, Hayedeh Safiyari, Sercan Sezgin",Okul Tıraşı,1
2022,Antalya Golden Orange Film Awards,Best Editing,"Özcan Vardar, Eytan İpeker",Kurak Günler,1
2024,Antalya Golden Orange Film Awards,Best Editing,Melike Kasaplar,Fidan,1
2025,Antalya Golden Orange Film Awards,Best Editing,"Şöhret Tandoğdu, Deniz Çizmeci",Noir,1
