year,ceremony,category,nominee,film,won
2017,Gramado Film Festival,Best Helmer,Wesley Rodrigues,“O Violeiro Fantasma”,1
2017,Gramado Film Festival,Best Title,,"“A Gis”, de Thiago Carvalhaes",1
2017,Gramado Film Festival,Best Title,,"“O Quebra-Cabeça de Sara”, de Allan Ribeiro",1
2018,Gramado Film Festival,Best Helmer,Pedro Franz e Rafael Coutinho,Torre,1
2018,Gramado Film Festival,Best Actor,Manoel do Norte,A Retirada Para Um Coração Bruto,1
2018,Gramado Film Festival,Best Actress,Maria Tugira Cardoso,Catadora de Gente,1
2018,Gramado Film Festival,Best Movie,,"Torre, de Nádia Mangolini",1
2018,Gramado Film Festival,Best Feature,,"Torre, de Nádia Mangolini",1
2018,Gramado Film Festival,Best Helmer,Fábio Rodrigo,Kairo,1
2018,Gramado Film Festival,Best Motion picture,,"Guaxuma, deNara Normande",1
2018,Gramado Film Festival,Best Actor,Nestor Guzzini,Mi Mundial,1
2018,Gramado Film Festival,Best Actress,"Ana Brum, Margarita Irun e Ana Ivanova",Las Herederas,1
2018,Gramado Film Festival,Best Movie,,"Las Herederas, de Marcelo Martinessi",1
2018,Gramado Film Festival,Best Feature,,"Las Herederas, de Marcelo Martinessi",1
2018,Gramado Film Festival,Best Filmmaker,Marcelo Martinessi,Las Herederas,1
2018,Gramado Film Festival,Best Movie,,"Las Herederas, de Marcelo Martinessi",1
2018,Gramado Film Festival,Best Director,Yurika Yamazaki,Simonal,1
2018,Gramado Film Festival,Best Supporting Actor,Ricardo Gelli,10 Segundos Para Vencer,1
2018,Gramado Film Festival,Best Supporting Actress,Adriana Esteves,Benzinho,1
2018,Gramado Film Festival,Best Actor,Osmar Prado,10 Segundos Para Vencer,1
2018,Gramado Film Festival,Best Actress,Karine Telles,Benzinho,1
2018,Gramado Film Festival,Best Motion picture,,"Benzinho, de Gustavo Pizzi",1
2018,Gramado Film Festival,Best Title,,"Benzinho, de Gustavo Pizzi",1
2018,Gramado Film Festival,Best Helmer,André Ristum,A Voz Do Silêncio,1
2018,Gramado Film Festival,Best Title,,"Ferrugem, de Aly Muritiba",1
2019,Gramado Film Festival,Best Title,,"""Pacarrete"", de Allan Deberton",1
2019,Gramado Film Festival,Best Helmer,"Allan Deberton, ""Pacarrete""","Allan Deberton, ""Pacarrete""",1
2019,Gramado Film Festival,Best Actor,"Paulo Miklos, em ""O Homem Cordial""","Paulo Miklos, em ""O Homem Cordial""",1
2019,Gramado Film Festival,Best Actress,"Marcélia Cartaxo, em ""Pacarrete""","Marcélia Cartaxo, em ""Pacarrete""",1
2019,Gramado Film Festival,Best Helmer,Tulé Peake,"""Veneza""",1
2019,Gramado Film Festival,Best Supporting Actress,"Carol Castro, em ""Veneza"" eSoia Lira, em ""Pacarrete""","Carol Castro, em ""Veneza"" eSoia Lira, em ""Pacarrete""",1
2019,Gramado Film Festival,Best Supporting Actor,"João Miguel, em ""Pacarrete""","João Miguel, em ""Pacarrete""",1
2019,Gramado Film Festival,Best Motion picture,,"""Pacarrete"", de Allan Deberton",1
2020,Gramado Film Festival,Best Feature,,"""King Kong en Asunción"", de Camilo Cavalcante",1
2020,Gramado Film Festival,Best Helmer,"Ruy Guerra, ""Aos Pedaços""","Ruy Guerra, ""Aos Pedaços""",1
2020,Gramado Film Festival,Best Actor,"Andrade Júnior, em ""King Kong en Asunción""","Andrade Júnior, em ""King Kong en Asunción""",1
2020,Gramado Film Festival,Best Actress,"Isabél Zuaa, em ""Um Animal Amarelo""","Isabél Zuaa, em ""Um Animal Amarelo""",1
2020,Gramado Film Festival,Best Helmer,Dina Salem Levy,"""Um Animal Amarelo""",1
2020,Gramado Film Festival,Best Supporting Actress,"Alaíde Costa, em ""Todos os Mortos""","Alaíde Costa, em ""Todos os Mortos""",1
2020,Gramado Film Festival,Best Supporting Actor,"Thomás Aquino, em ""Todos os Mortos""","Thomás Aquino, em ""Todos os Mortos""",1
2020,Gramado Film Festival,Best Feature,,"""King Kong en Asunción"", de Camilo Cavalcante",1
2020,Gramado Film Festival,Best Title,,"""La Frontera"", de David David",1
2020,Gramado Film Festival,Best Filmmaker,Mariana Viñoles,"""El Gran Viaje al País Pequeño""",1
2020,Gramado Film Festival,Best Actor,"Anibal Ortiz, em ""Matar a un Muerto""","Anibal Ortiz, em ""Matar a un Muerto""",1
2020,Gramado Film Festival,Best Actress,"Daylin Vega Moreno e Sheila Monterola, em ""La Frontera""","Daylin Vega Moreno e Sheila Monterola, em ""La Frontera""",1
2020,Gramado Film Festival,Best Title,,"""El Gran Viaje al País Pequeño"", de Mariana Viñoles",1
2020,Gramado Film Festival,Best Title,,"""Portuñol"", deThais Fernandes",1
2020,Gramado Film Festival,Best Motion picture,,"""O Barco e o Rio"", de Bernardo Ale Abinader",1
2020,Gramado Film Festival,Best Filmmaker,Bernardo Ale Abinader,"""O Barco e o Rio""",1
2020,Gramado Film Festival,Best Actor,Daniel Veiga,"""Você tem olhos tristes""",1
2020,Gramado Film Festival,Best Actress,"Luciana Souza, ""Inabitável""","Luciana Souza, ""Inabitável""",1
2020,Gramado Film Festival,Best Filmmaker,Francisco Ricardo Lima Caetano,"""O Barco e o Rio""",1
2020,Gramado Film Festival,Best Feature,,"""O Barco e o Rio"", de Bernardo Ale Abinader",1
