year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1982,1983,29,Best Film,BEST PICTURE,Rose Movies,Baseraa,False
1982,1983,29,Best Film,BEST PICTURE,Neo Films,Chakra,False
1982,1983,29,Best Film,BEST PICTURE,PLA Productions,Chashme Buddoor,False
1982,1983,29,Best Film,BEST PICTURE,Prasad Studios,Ek Duuje Ke Liye,False
1983,1984,30,Best Film,BEST PICTURE,M. R. Productions,Shakti,True
1983,1984,30,Best Film,BEST PICTURE,New Wave Production,Bazaar,False
1983,1984,30,Best Film,BEST PICTURE,B. R. Films,Nikaah,False
1983,1984,30,Best Film,BEST PICTURE,R. K. Films,Prem Rog,False
1983,1984,30,Best Film,BEST PICTURE,Trimurti Films,Vidhaata,False
1984,1985,31,Best Film,BEST PICTURE,Neo Films,Ardh Satya,True
1984,1985,31,Best Film,BEST PICTURE,Anu Arts,Arth,False
1984,1985,31,Best Film,BEST PICTURE,Emkay Enterprises,Avtaar,False
1984,1985,31,Best Film,BEST PICTURE,Vijayta Films – Dharmendra,Betaab,False
1984,1985,31,Best Film,BEST PICTURE,Krsna Movies Enterprises,Masoom,False
1985,1986,32,Best Film,BEST PICTURE,Basu Bhattacharya,Sparsh,True
1985,1986,32,Best Film,BEST PICTURE,B. R. Films,Aaj Ki Awaaz,False
1985,1986,32,Best Film,BEST PICTURE,National Film Development Corporation of India,Jaane Bhi Do Yaaro,False
1985,1986,32,Best Film,BEST PICTURE,Rajshri Productions,Saaransh,False
1985,1986,32,Best Film,BEST PICTURE,"Chaudhary Enterprises, Prakash Mehra Productions",Sharaabi,False
1986,1987,33,Best Film,BEST PICTURE,R. K. Films,Ram Teri Ganga Maili,True
1986,1987,33,Best Film,BEST PICTURE,Cineyugg Films,Arjun,False
1986,1987,33,Best Film,BEST PICTURE,Nadiadwala Sons,Ghulami,False
1986,1987,33,Best Film,BEST PICTURE,N. N. Sippy Productions,Meri Jung,False
1986,1987,33,Best Film,BEST PICTURE,Sippy Films,Saagar,False
1986,1987,33,Best Film,BEST PICTURE,Sunrise Productions,Tawaif,False
1987,1988,34,Best Film,BEST PICTURE,,No Award,False
1988,1989,35,Best Film,BEST PICTURE,,No Award,False
1989,1990,36,Best Film,BEST PICTURE,Nasir Hussain Films,Qayamat Se Qayamat Tak,True
1989,1990,36,Best Film,BEST PICTURE,Film Kraft,Khoon Bhari Maang,False
1989,1990,36,Best Film,BEST PICTURE,N. Chandra Productions,Tezaab,False
1990,1991,37,Best Film,BEST PICTURE,Rajshri Productions – Tarachand Barjatya,Maine Pyar Kiya,True
1990,1991,37,Best Film,BEST PICTURE,Yash Raj Films – Yash Chopra,Chandni,False
1990,1991,37,Best Film,BEST PICTURE,Vinod Chopra Productions – Vidhu Vinod Chopra,Parinda,False
1990,1991,37,Best Film,BEST PICTURE,"Mukta Arts – Ashok Ghai, Subhash Ghai",Ram Lakhan,False
1990,1991,37,Best Film,BEST PICTURE,Mirabai Films – Mira Nair,Salaam Bombay!,False
1991,1992,38,Best Film,BEST PICTURE,Vijayta Films – Dharmendra,Ghayal,True
1991,1992,38,Best Film,BEST PICTURE,Dharma Productions – Yash Johar,Agneepath,False
1991,1992,38,Best Film,BEST PICTURE,"Maruti International – Indra Kumar, Ashok Thakeria",Dil,False
1991,1992,38,Best Film,BEST PICTURE,Geetha Arts – Allu Aravind,Pratibandh,False
1992,1993,39,Best Film,BEST PICTURE,Yash Raj Films – Yash Chopra,Lamhe,True
1992,1993,39,Best Film,BEST PICTURE,"Vishesh Films / T-Series – Mukesh Bhatt, Gulshan Kumar",Dil Hai Ki Manta Nahin,False
1992,1993,39,Best Film,BEST PICTURE,R. K. Films – Randhir Kapoor,Henna,False
1992,1993,39,Best Film,BEST PICTURE,Divya Films International – Sudhakar Bokade,Saajan,False
1992,1993,39,Best Film,BEST PICTURE,Mukta Arts – Subhash Ghai,Saudagar,False
1993,1994,40,Best Film,BEST PICTURE,Nasir Hussain Films – Nasir Hussain,Jo Jeeta Wohi Sikandar,True
1993,1994,40,Best Film,BEST PICTURE,"Maruti International – Indra Kumar, Ashok Thakeria",Beta,False
1993,1994,40,Best Film,BEST PICTURE,"Glamour Films – Nazir Ahmed Khan, Manoj Desai",Khuda Gawah,False
1994,1995,41,Best Film,BEST PICTURE,Tahir Hussain Enterprises – Tahir Hussain,Hum Hain Rahi Pyar Ke,True
1994,1995,41,Best Film,BEST PICTURE,Chiragdeep International – Pahlaj Nihalani,Aankhen,False
1994,1995,41,Best Film,BEST PICTURE,United Seven Combines – Ganesh Jain,Baazigar,False
1994,1995,41,Best Film,BEST PICTURE,"Cineyug Entertainment – Aly Morani, Karim Morani, Bunty Soorma",Damini,False
1994,1995,41,Best Film,BEST PICTURE,Mukta Arts – Subhash Ghai,Khalnayak,False
1995,1996,42,Best Film,BEST PICTURE,"Rajshri Productions – Ajit Kumar Barjatya, Kamal Kumar Barjatya, Rajkumar Barjatya",Hum Aapke Hain Koun..!,True
1942,1943,1,Best Film,BEST PICTURE,,Vinod Chopra Productions – Vidhu Vinod Chopra,False
1995,1996,42,Best Film,BEST PICTURE,Vinay Pictures – Vinay Kumar Sinha,Andaz Apna Apna,False
1995,1996,42,Best Film,BEST PICTURE,Mehul Movies – Mehul Kumar,Krantiveer,False
1995,1996,42,Best Film,BEST PICTURE,Trimurti Films – Gulshan Rai,Mohra,False
1996,1997,43,Best Film,BEST PICTURE,Yash Raj Films – Yash Chopra,Dilwale Dulhania Le Jayenge,True
1996,1997,43,Best Film,BEST PICTURE,United Seven Combines – Ratan Jain,Akele Hum Akele Tum,False
1996,1997,43,Best Film,BEST PICTURE,Film Kraft – Rakesh Roshan,Karan Arjun,False
1996,1997,43,Best Film,BEST PICTURE,"Maruti International – Indra Kumar, Ashok Thakeria",Raja,False
1996,1997,43,Best Film,BEST PICTURE,Varma Corporation – Ram Gopal Varma,Rangeela,False
1997,1998,44,Best Film,BEST PICTURE,"Cineyug Entertainment – Aly Morani, Karim Morani, Bunty Soorma",Raja Hindustani,True
1997,1998,44,Best Film,BEST PICTURE,Neha Films – Binda Thackeray,Agni Sakshi,False
1997,1998,44,Best Film,BEST PICTURE,Kaleidoscope Entertainment – Bobby Bedi,Bandit Queen,False
1997,1998,44,Best Film,BEST PICTURE,Polygram Filmed Entertainment – Sibte Hassan Rizvi,Khamoshi: The Musical,False
1997,1998,44,Best Film,BEST PICTURE,Pan Pictures – R. V. Pandit,Maachis,False
1998,1999,45,Best Film,BEST PICTURE,Yash Raj Films – Yash Chopra,Dil To Pagal Hai,True
1998,1999,45,Best Film,BEST PICTURE,J. P. Films – J. P. Dutta,Border,False
1998,1999,45,Best Film,BEST PICTURE,Trimurti Films – Gulshan Rai,Gupt,False
1998,1999,45,Best Film,BEST PICTURE,Mukta Arts – Subhash Ghai,Pardes,False
1998,1999,45,Best Film,BEST PICTURE,"M. R. Productions – Mushir Alam, Mohammad Riaz",Virasat,False
1999,2000,46,Best Film,BEST PICTURE,Dharma Productions – Yash Johar,Kuch Kuch Hota Hai,True
1999,2000,46,Best Film,BEST PICTURE,Vishesh Films – Mukesh Bhatt,Ghulam,False
1999,2000,46,Best Film,BEST PICTURE,G. S. Entertainment – Sohail Khan,Pyaar Kiya To Darna Kya,False
1999,2000,46,Best Film,BEST PICTURE,Baba Films – Gordhan Tanwani,Pyaar To Hona Hi Tha,False
1999,2000,46,Best Film,BEST PICTURE,Varma Corporation – Ram Gopal Varma,Satya,False
2000,2001,47,Best Film,BEST PICTURE,Bhansali Films – Sanjay Leela Bhansali,Hum Dil De Chuke Sanam,True
2000,2001,47,Best Film,BEST PICTURE,Puja Films – Vashu Bhagnani,Biwi No.1,False
2000,2001,47,Best Film,BEST PICTURE,Cinematt Pictures – John Matthew Matthan,Sarfarosh,False
2000,2001,47,Best Film,BEST PICTURE,Mukta Arts – Subhash Ghai,Taal,False
2000,2001,47,Best Film,BEST PICTURE,Adishakti Films – Deepak Nikhalje,Vaastav,False
2001,2002,48,Best Film,BEST PICTURE,Film Kraft – Rakesh Roshan,Kaho Naa... Pyaar Hai,True
2001,2002,48,Best Film,BEST PICTURE,United Seven Combines – Ratan Jain,Dhadkan,False
2001,2002,48,Best Film,BEST PICTURE,United Seven Combines – Ganesh Jain,Josh,False
2001,2002,48,Best Film,BEST PICTURE,Vinod Chopra Productions – Vidhu Vinod Chopra,Mission Kashmir,False
2001,2002,48,Best Film,BEST PICTURE,Yash Raj Films – Yash Chopra,Mohabbatein,False
2002,2003,49,Best Film,BEST PICTURE,Aamir Khan Productions – Aamir Khan,Lagaan,True
2002,2003,49,Best Film,BEST PICTURE,"Dreamz Unlimited – Shahrukh Khan, Juhi Chawla",Asoka,False
2002,2003,49,Best Film,BEST PICTURE,Excel Entertainment Pvt. Ltd. – Ritesh Sidhwani,Dil Chahta Hai,False
2002,2003,49,Best Film,BEST PICTURE,Zee Telefilms – Nitin Keni,Gadar: Ek Prem Katha,False
2002,2003,49,Best Film,BEST PICTURE,Dharma Productions – Yash Johar,Kabhi Khushi Kabhie Gham,False
2003,2004,50,Best Film,BEST PICTURE,Mega Bollywood – Bharat Shah,Devdas,True
2003,2004,50,Best Film,BEST PICTURE,Varma Corporation – Ram Gopal Varma,Company,False
2003,2004,50,Best Film,BEST PICTURE,"Venus Films – Ratan Jain, Ganesh Jain",Humraaz,False
2003,2004,50,Best Film,BEST PICTURE,"White Feather Films / Pritish Nandy Communications / Film Club – Sanjay Gupta, Lawrence Mortorff, Pritish Nandy, Raju Patel",Kaante,False
2003,2004,50,Best Film,BEST PICTURE,Vishesh Films – Mukesh Bhatt,Raaz,False
2004,2005,51,Best Film,BEST PICTURE,Film Kraft – Rakesh Roshan,Koi... Mil Gaya,True
2004,2005,51,Best Film,BEST PICTURE,B. R. Films – B. R. Chopra,Baghban,False
2004,2005,51,Best Film,BEST PICTURE,"Dharma Productions – Yash Johar, Karan Johar",Kal Ho Naa Ho,False
2004,2005,51,Best Film,BEST PICTURE,Vinod Chopra Productions – Vidhu Vinod Chopra,Munna Bhai M.B.B.S.,False
2004,2005,51,Best Film,BEST PICTURE,"MD Productions – Sunil Manchanda, Mukesh Talreja",Tere Naam,False
2004,2005,51,Best Film,BEST PICTURE,Shree Krishna International – Suneel Darshan,Andaaz,False
2005,2006,52,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Veer-Zaara,True
2005,2006,52,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Dhoom,False
2005,2006,52,Best Film,BEST PICTURE,Yash Raj Films – Yash Chopra,Hum Tum,False
2005,2006,52,Best Film,BEST PICTURE,"Red Chillies Entertainment – Shahrukh Khan, Gauri Khan",Main Hoon Na,False
2005,2006,52,Best Film,BEST PICTURE,Ashutosh Gowariker Productions – Ashutosh Gowariker,Swades,False
2006,2007,53,Best Film,BEST PICTURE,SLB Films – Sanjay Leela Bhansali,Black,True
2006,2007,53,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Bunty Aur Babli,False
2006,2007,53,Best Film,BEST PICTURE,"S. K. Films Enterprises – Boney Kapoor, Surinder Kapoor",No Entry,False
2006,2007,53,Best Film,BEST PICTURE,"Lighthouse Entertainment – Bobby Pushkarna, Kavita Pushkarna",Page 3,False
2006,2007,53,Best Film,BEST PICTURE,Vinod Chopra Productions – Vidhu Vinod Chopra,Parineeta,False
2007,2008,54,Best Film,BEST PICTURE,"UTV Motion Pictures, Rakeysh Omprakash Mehra Pictures – Ronnie Screwvala, Rakeysh Omprakash Mehra",Rang De Basanti,True
2007,2008,54,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Dhoom 2,False
2007,2008,54,Best Film,BEST PICTURE,"Excel Entertainment Pvt. Ltd. – Ritesh Sidhwani, Farhan Akhtar",Don,False
2007,2008,54,Best Film,BEST PICTURE,Dharma Productions – Hiroo Yash Johar,Kabhi Alvida Naa Kehna,False
2007,2008,54,Best Film,BEST PICTURE,Film Kraft – Rakesh Roshan,Krrish,False
2007,2008,54,Best Film,BEST PICTURE,Vinod Chopra Productions – Vidhu Vinod Chopra,Lage Raho Munna Bhai,False
2008,2009,55,Best Film,BEST PICTURE,Aamir Khan Productions – Aamir Khan,Taare Zameen Par,True
2008,2009,55,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Chak De! India,False
2008,2009,55,Best Film,BEST PICTURE,"Madras Talkies – Mani Ratnam, G. Srinivasan",Guru,False
2008,2009,55,Best Film,BEST PICTURE,Shree Ashtavinayak Cine Vision – Dhillin Mehta,Jab We Met,False
2008,2009,55,Best Film,BEST PICTURE,"Red Chillies Entertainment – Shahrukh Khan, Gauri Khan",Om Shanti Om,False
2009,2010,56,Best Film,BEST PICTURE,"Ashutosh Gowariker Productions, UTV Motion Pictures – Ashutosh Gowariker, Ronnie Screwvala",Jodhaa Akbar,True
2009,2010,56,Best Film,BEST PICTURE,"Dharma Productions – Karan Johar, Prashant Shah",Dostana,False
2009,2010,56,Best Film,BEST PICTURE,"Geetha Arts – Allu Aravind, Tagore Madhu, Madhu Mantena",Ghajini,False
2009,2010,56,Best Film,BEST PICTURE,"Aamir Khan Productions – Aamir Khan, Mansoor Khan",Jaane Tu... Ya Jaane Na,False
2009,2010,56,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Rab Ne Bana Di Jodi,False
2009,2010,56,Best Film,BEST PICTURE,"Excel Entertainment Pvt. Ltd. – Farhan Akhtar, Ritesh Sidhwani",Rock On!!,False
2010,2011,57,Best Film,BEST PICTURE,Vinod Chopra Productions – Vidhu Vinod Chopra,3 Idiots,True
2010,2011,57,Best Film,BEST PICTURE,UTV Motion Pictures – Ronnie Screwvala,Dev.D,False
2010,2011,57,Best Film,BEST PICTURE,,Kaminey,False
2010,2011,57,Best Film,BEST PICTURE,"Illuminati Films – Saif Ali Khan, Dinesh Vijan",Love Aaj Kal,False
2010,2011,57,Best Film,BEST PICTURE,"AB Corp Ltd. – Amitabh Bachchan, Abhishek Bachchan, Sunil Manchanda",Paa,False
2010,2011,57,Best Film,BEST PICTURE,"Dharma Productions – Karan Johar, Hiroo Yash Johar",Wake Up Sid,False
2011,2012,58,Best Film,BEST PICTURE,"Arbaaz Khan Productions & Shree Ashtavinayak Cine Vision Ltd, – Arbaaz Khan, Malaika Arora Khan & Dhillin Mehta",Dabangg,True
2011,2012,58,Best Film,BEST PICTURE,"Yash Raj Films – Yash Chopra, Aditya Chopra",Band Baaja Baaraat,False
2011,2012,58,Best Film,BEST PICTURE,"Dharma Productions, Red Chillies Entertainment – Hiroo Yash Johar, Gauri Khan",My Name Is Khan,False
2011,2012,58,Best Film,BEST PICTURE,Aamir Khan Productions – Aamir Khan,Peepli Live,False
2011,2012,58,Best Film,BEST PICTURE,"UTV Motion Pictures, Anurag Kashyap Films – Ronnie Screwvala, Anurag Kashyap, Sanjay Singh",Udaan,False
2012,2013,59,Best Film,BEST PICTURE,"Excel Entertainment – Farhan Akhtar, Ritesh Sidhwani",Zindagi Na Milegi Dobara,True
2012,2013,59,Best Film,BEST PICTURE,"Aamir Khan Productions, UTV Motion Pictures – Aamir Khan, Kiran Rao, Ronnie Screwvala",Delhi Belly,False
2012,2013,59,Best Film,BEST PICTURE,"Excel Entertainment, – Farhan Akhtar, Ritesh Sidhwani, Shahrukh Khan",Don 2,False
2012,2013,59,Best Film,BEST PICTURE,UTV Spotboy – Ronnie Screwvala,No One Killed Jessica,False
2012,2013,59,Best Film,BEST PICTURE,"Shree Ashtavinayak Cine Vision Ltd, Eros International – Dhilin Mehta",Rockstar,False
2012,2013,59,Best Film,BEST PICTURE,"ALT Entertainment & Balaji Motion Pictures – Ekta Kapoor, Shobha Kapoor",The Dirty Picture,False
2013,2014,60,Best Film,BEST PICTURE,UTV Motion Pictures – Ronnie Screwvala and Siddharth Roy Kapur,Barfi!,True
2013,2014,60,Best Film,BEST PICTURE,"Eros Entertainment – Sunil Lulla, R. Balki, and Rakesh Jhunjhunwala",English Vinglish,False
2013,2014,60,Best Film,BEST PICTURE,Viacom 18 Motion Pictures – Anurag Kashyap and Sunil Bohra,Gangs of Wasseypur,False
2013,2014,60,Best Film,BEST PICTURE,Viacom 18 Motion Pictures and Pen India Limited – Sujoy Ghosh and Kushal Kantilal Gada,Kahaani,False
2013,2014,60,Best Film,BEST PICTURE,Eros Entertainment and John Abraham Entertainment – John Abraham,Vicky Donor,False
2014,2015,61,Best Film,BEST PICTURE,"Rakeysh Omprakash Mehra, Rajiv Tandon and P. S. Barathi",Bhaag Milkha Bhaag,True
2014,2015,61,Best Film,BEST PICTURE,"UTV Motion Pictures and Red Chillies Entertainment – Ronnie Screwvala, Siddharth Roy Kapur and Gauri Khan",Chennai Express,False
2014,2015,61,Best Film,BEST PICTURE,"SLB Films and Eros International – Sanjay Leela Bhansali, Kishore Lulla",Goliyon Ki Raasleela Ram-Leela,False
2014,2015,61,Best Film,BEST PICTURE,Eros International – Krishika Lulla,Raanjhanaa,False
2014,2015,61,Best Film,BEST PICTURE,Dharma Productions – Karan Johar,Yeh Jawaani Hai Deewani,False
2015,2016,62,Best Film,BEST PICTURE,Viacom 18 Motion Pictures and Phantom Films – Anurag Kashyap and Vikramaditya Motwane,Queen,True
2015,2016,62,Best Film,BEST PICTURE,Dharma Productions and Nadiadwala Grandson Entertainment – Karan Johar and Sajid Nadiadwala,2 States,False
2015,2016,62,Best Film,BEST PICTURE,UTV Motion Pictures and Vishal Bhardwaj Pictures – Vishal Bhardwaj and Siddharth Roy Kapur,Haider,False
2015,2016,62,Best Film,BEST PICTURE,SLB Films and Viacom 18 Motion Pictures – Sanjay Leela Bhansali,Mary Kom,False
2015,2016,62,Best Film,BEST PICTURE,Rajkumar Hirani Films and Vinod Chopra Films – Rajkumar Hirani and Vidhu Vinod Chopra,PK,False
2016,2017,63,Best Film,BEST PICTURE,"SLB Films and Eros International – Sanjay Leela Bhansali, Kishore Lulla",Bajirao Mastani,True
2016,2017,63,Best Film,BEST PICTURE,"Maddock Films and Eros International – Dinesh Vijan, Sunil Lulla",Badlapur,False
2016,2017,63,Best Film,BEST PICTURE,"Salman Khan Films and Eros International – Salman Khan, Rockline Venkatesh",Bajrangi Bhaijaan,False
2016,2017,63,Best Film,BEST PICTURE,"MSM Motion Pictures, Saraswati Entertainment Creations Limited and Yash Raj Films – N. P. Singh, Ronnie Lahiri, Sneha Rajani",Piku,False
2016,2017,63,Best Film,BEST PICTURE,"VB Pictures and Junglee Pictures – Vineet Jain, Vishal Bhardwaj",Talvar,False
2016,2017,63,Best Film,BEST PICTURE,"Colour Yellow Productions and Eros International – Krishika Lulla, Aanand L. Rai",Tanu Weds Manu Returns,False
2017,2018,64,Best Film,BEST PICTURE,"Walt Disney Pictures, Aamir Khan Productions and UTV Motion Pictures – Aamir Khan, Kiran Rao, Siddharth Roy Kapoor",Dangal,True
2017,2018,64,Best Film,BEST PICTURE,"Dharma Productions and Fox Star Studios – Hiroo Yash Johar, Karan Johar, Apoorva Mehta",Kapoor & Sons,False
2017,2018,64,Best Film,BEST PICTURE,"Bling Unplugged and Fox Star Studios – Atul Kasbekar, Shanti Sivaram Maini",Neerja,False
2017,2018,64,Best Film,BEST PICTURE,"Rising Sun Films and Rashmi Sharma Telefilms – Rashmi Sharma, Ronnie Lahiri, Sheel Kumar, Shoojit Sircar",Pink,False
2017,2018,64,Best Film,BEST PICTURE,Yash Raj Films – Aditya Chopra,Sultan,False
2017,2018,64,Best Film,BEST PICTURE,"Balaji Motion Pictures and Phantom Films – Shobha Kapoor, Ekta Kapoor, Anurag Kashyap, Vikramaditya Motwane, Aman Gill, Vikas Bahl, Sameer Nair, Madhu Mantena",Udta Punjab,False
2018,2019,65,Best Film,BEST PICTURE,"T-Series and Maddock Films – Dinesh Vijan, Bhushan Kumar, Krishan Kumar",Hindi Medium,True
2018,2019,65,Best Film,BEST PICTURE,"Dharma Productions – Karan Johar, Hiroo Johar and Apoorva Mehta",Badrinath Ki Dulhania,False
2018,2019,65,Best Film,BEST PICTURE,BR Studios and Junglee Pictures – Renu Ravi Chopra and Vineet Jain,Bareilly Ki Barfi,False
2018,2019,65,Best Film,BEST PICTURE,Aamir Khan Productions – Aamir Khan and Kiran Rao,Secret Superstar,False
2018,2019,65,Best Film,BEST PICTURE,"Viacom 18 Motion Pictures, KriArj Entertainment and Friday Filmworks – Aruna Bhatia, Shital Bhatia, Prernaa Arora, Arjun N. Kapoor and Hitesh Thakkar",Toilet: Ek Prem Katha,False
2019,2020,66,Best Film,BEST PICTURE,"Dharma Productions and Junglee Pictures – Vineet Jain, Karan Johar, Hiroo Yash Johar, Apoorva Mehta",Raazi,True
2019,2020,66,Best Film,BEST PICTURE,Viacom 18 Motion Pictures and Matchbox Pictures – Sriram Raghavan,Andhadhun,False
2019,2020,66,Best Film,BEST PICTURE,"Junglee Pictures and Chrome Pictures – Vineet Jain, Aleya Sen, Hemant Bhandari, Amit Ravindernath Sharma, Sushil Choudhary, and Priti Sahani",Badhaai Ho,False
2019,2020,66,Best Film,BEST PICTURE,"SLB Films and Viacom 18 Motion Pictures – Sanjay Leela Bhansali, Sudhanshu Vats, and Ajit Andhare",Padmaavat,False
2019,2020,66,Best Film,BEST PICTURE,Rajkumar Hirani Films and Vinod Chopra Films – Rajkumar Hirani and Vidhu Vinod Chopra,Sanju,False
2019,2020,66,Best Film,BEST PICTURE,"Maddock Films, and D2R Films – Dinesh Vijan, Raj Nidimoru and Krishna D.K.",Stree,False
2020,2021,67,Best Film,BEST PICTURE,"Excel Entertainment and Tiger Baby Films – Farhan Akhtar, Zoya Akhtar and Ritesh Sidhwani",Gully Boy,True
2020,2021,67,Best Film,BEST PICTURE,Nadiadwala Grandson Entertainment – Sajid Nadiadwala,Chhichhore,False
2020,2021,67,Best Film,BEST PICTURE,"Cape of Good Films, Hope Productions, Fox Star Studios, Aruna Bhatia, Anil Naidu",Mission Mangal,False
2020,2021,67,Best Film,BEST PICTURE,RSVP Movies – Ronnie Screwvala,Uri: The Surgical Strike,False
2020,2021,67,Best Film,BEST PICTURE,Yash Raj Films – Aditya Chopra,War,False
2021,2022,68,Best Film,BEST PICTURE,"Benaras Media Works and T-Series – Bhushan Kumar, Krishan Kumar, and Anubhav Sinha",Thappad,True
2021,2022,68,Best Film,BEST PICTURE,Rising Sun Films and Kino Works – Ronnie Lahiri and Sheel Kumar,Gulabo Sitabo,False
2021,2022,68,Best Film,BEST PICTURE,"Dharma Productions and Zee Studios – Karan Johar, Hiroo Yash Johar and Apoorva Mehta",Gunjan Saxena: The Kargil Girl,False
2021,2022,68,Best Film,BEST PICTURE,"T-Series – Bhushan Kumar, Divya Khosla Kumar, Krishan Kumar and Anurag Basu",Ludo,False
2021,2022,68,Best Film,BEST PICTURE,"Ajay Devgn FFilms and T-Series – Ajay Devgn, Bhushan Kumar and Krishan Kumar",Tanhaji: The Unsung Warrior,False
2022,2023,69,Best Film,BEST PICTURE,"Dharma Productions, Kaash Entertainment, Amazon Prime Video",Shershaah,True
2022,2023,69,Best Film,BEST PICTURE,"Drishyam Films, Jio Studios",Ramprasad Ki Tehrvi,False
2022,2023,69,Best Film,BEST PICTURE,"RSVP Movies, Mango People Media Network, ZEE5",Rashmi Rocket,False
2022,2023,69,Best Film,BEST PICTURE,"Rising Sun Films, Kino Works, Amazon Prime Video",Sardar Udham,False
2023,2024,70,Best Film,BEST PICTURE,"Bhansali Productions, Pen Studios",Gangubai Kathiawadi,True
2023,2024,70,Best Film,BEST PICTURE,"Junglee Pictures, Zee Studios",Badhaai Do,False
2023,2024,70,Best Film,BEST PICTURE,"T-Series Films, Cine1 Studios",Bhool Bhulaiyaa 2,False
2023,2024,70,Best Film,BEST PICTURE,"Dharma Productions, Star Studios, Prime Focus, Starlight Pictures",Brahmāstra: Part One – Shiva,False
2023,2024,70,Best Film,BEST PICTURE,"Zee Studios, Abhishek Agarwal Arts",The Kashmir Files,False
2023,2024,70,Best Film,BEST PICTURE,"Rajshri Productions, Mahaveer Jain Films, Boundless Media",Uunchai,False
2024,2025,71,Best Film,BEST PICTURE,"Vinod Chopra Films, Zee Studios",12th Fail,True
2024,2025,71,Best Film,BEST PICTURE,"T-Series Films, Cine1 Studios, Bhadrakali Pictures",Animal,False
2024,2025,71,Best Film,BEST PICTURE,"Cape of Good Films, Viacom18 Studios, Wakaoo Films",OMG 2,False
2024,2025,71,Best Film,BEST PICTURE,Yash Raj Films,Pathaan,False
2024,2025,71,Best Film,BEST PICTURE,Red Chillies Entertainment,Jawan,False
2024,2025,71,Best Film,BEST PICTURE,"Dharma Productions, Viacom18 Studios",Rocky Aur Rani Kii Prem Kahaani,False
2025,2026,72,Best Film,BEST PICTURE,"Jio Studios, Aamir Khan Productions, Kindling Pictures",Laapataa Ladies,True
2025,2026,72,Best Film,BEST PICTURE,"Jio Studios, B62 Studios",Article 370,False
2025,2026,72,Best Film,BEST PICTURE,"T-Series Films, Cine1 Studios",Bhool Bhulaiyaa 3,False
2025,2026,72,Best Film,BEST PICTURE,"Dharma Productions, Sikhya Entertainment",Kill,False
2025,2026,72,Best Film,BEST PICTURE,"Maddock Films, Jio Studios",Stree 2,False
1954,1955,1,Best Director,DIRECTING,Bimal Roy,Do Bigha Zamin,True
1955,1956,2,Best Director,DIRECTING,Bimal Roy,Parineeta,True
1956,1957,3,Best Director,DIRECTING,Bimal Roy,Biraj Bahu,True
1957,1958,4,Best Director,DIRECTING,V. Shantaram,Jhanak Jhanak Payal Baaje,True
1958,1959,5,Best Director,DIRECTING,Mehboob Khan,Mother India,True
1959,1960,6,Best Director,DIRECTING,Bimal Roy,Madhumati,True
1959,1960,6,Best Director,DIRECTING,B. R. Chopra,Sadhna,False
1959,1960,6,Best Director,DIRECTING,Mahesh Kaul,Talaaq,False
1960,1961,7,Best Director,DIRECTING,Bimal Roy,Sujata,True
1960,1961,7,Best Director,DIRECTING,L. V. Prasad,Choti Bahen,False
1960,1961,7,Best Director,DIRECTING,V. Shantaram,Navrang,False
1961,1962,8,Best Director,DIRECTING,Bimal Roy,Parakh,True
1961,1962,8,Best Director,DIRECTING,K. Asif,Mughal-e-Azam,False
1961,1962,8,Best Director,DIRECTING,Kishore Sahu,Dil Apna Aur Preet Parai,False
1962,1963,9,Best Director,DIRECTING,B. R. Chopra,Kanoon,True
1962,1963,9,Best Director,DIRECTING,Nitin Bose,Gunga Jumna,False
1962,1963,9,Best Director,DIRECTING,Radhu Karmakar,Jis Desh Men Ganga Behti Hai,False
1963,1964,10,Best Director,DIRECTING,Abrar Alvi,Sahib Bibi Aur Ghulam,True
1963,1964,10,Best Director,DIRECTING,Biren Nag,Bees Saal Baad,False
1963,1964,10,Best Director,DIRECTING,Mehboob Khan,Son of India,False
1964,1965,11,Best Director,DIRECTING,Bimal Roy,Bandini,True
1964,1965,11,Best Director,DIRECTING,B. R. Chopra,Gumrah,False
1964,1965,11,Best Director,DIRECTING,C. V. Sridhar,Dil Ek Mandir,False
1965,1966,12,Best Director,DIRECTING,Raj Kapoor,Sangam,True
1965,1966,12,Best Director,DIRECTING,Khwaja Ahmad Abbas,Shehar Aur Sapna,False
1965,1966,12,Best Director,DIRECTING,Satyen Bose,Dosti,False
1966,1967,13,Best Director,DIRECTING,Yash Chopra,Waqt,True
1966,1967,13,Best Director,DIRECTING,Chetan Anand,Haqeeqat,False
1966,1967,13,Best Director,DIRECTING,Ramanand Sagar,Arzoo,False
1967,1968,14,Best Director,DIRECTING,Vijay Anand,Guide,True
1967,1968,14,Best Director,DIRECTING,Asit Sen,Mamta,False
1967,1968,14,Best Director,DIRECTING,Hrishikesh Mukherjee,Anupama,False
