year,ceremony,category,nominee,film,country,winner,source_url
1990,Venice Film Festival 1990,Volpi Cup for Best Actor,Oleg Borisov,The Only Witness,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1990,Venice Film Festival 1990,Volpi Cup for Best Actress,Gloria Münchmeyer,The Moon in the Mirror,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1991,Venice Film Festival 1991,Golden Lion,,Close to Eden,,1,https://en.wikipedia.org/wiki/Golden_Lion
1991,Venice Film Festival 1991,Golden Lion,Mario Monicelli and Gian Maria Volonté,Mario Monicelli and Gian Maria Volonté,,1,https://en.wikipedia.org/wiki/Golden_Lion
1991,Venice Film Festival 1991,Silver Lion,,The Fisher King,,1,https://en.wikipedia.org/wiki/Silver_Lion
1991,Venice Film Festival 1991,Silver Lion,,Philippe Garrel,,1,https://en.wikipedia.org/wiki/Silver_Lion
1991,Venice Film Festival 1991,Silver Lion,,大紅燈籠高高掛,,1,https://en.wikipedia.org/wiki/Silver_Lion
1991,Venice Film Festival 1991,Volpi Cup for Best Actor,River Phoenix,My Own Private Idaho,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1991,Venice Film Festival 1991,Volpi Cup for Best Actress,Tilda Swinton,Edward II,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1992,Venice Film Festival 1992,Golden Lion,,The Story of Qiu Ju,,1,https://en.wikipedia.org/wiki/Golden_Lion
1992,Venice Film Festival 1992,Golden Lion,"Jeanne Moreau, Francis Ford Coppola, and Paolo Villaggio","Jeanne Moreau, Francis Ford Coppola, and Paolo Villaggio",,1,https://en.wikipedia.org/wiki/Golden_Lion
1992,Venice Film Festival 1992,Silver Lion,,A Heart in Winter,,1,https://en.wikipedia.org/wiki/Silver_Lion
1992,Venice Film Festival 1992,Silver Lion,,Bigas Luna,,1,https://en.wikipedia.org/wiki/Silver_Lion
1992,Venice Film Festival 1992,Silver Lion,,Hotel de lux,,1,https://en.wikipedia.org/wiki/Silver_Lion
1992,Venice Film Festival 1992,Volpi Cup for Best Actor,Jack Lemmon,Glengarry Glen Ross,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1992,Venice Film Festival 1992,Volpi Cup for Best Actress,Gong Li,The Story of Qiu Ju,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1993,Venice Film Festival 1993,Golden Lion,,Short Cuts,,1,https://en.wikipedia.org/wiki/Golden_Lion
1993,Venice Film Festival 1993,Golden Lion,,Trois couleurs: Bleu,,1,https://en.wikipedia.org/wiki/Golden_Lion
1993,Venice Film Festival 1993,Golden Lion,"Steven Spielberg, Robert De Niro, Roman Polanski, and Claudia Cardinale","Steven Spielberg, Robert De Niro, Roman Polanski, and Claudia Cardinale",,1,https://en.wikipedia.org/wiki/Golden_Lion
1993,Venice Film Festival 1993,Silver Lion,,Kosh ba kosh,,1,https://en.wikipedia.org/wiki/Silver_Lion
1993,Venice Film Festival 1993,Volpi Cup for Best Actor,Constantin Laspada,"Un, deux, trois, soleil",,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1993,Venice Film Festival 1993,Volpi Cup for Best Actor,Fabrizio Bentivoglio,A Soul Split in Two,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1993,Venice Film Festival 1993,Volpi Cup for Best Actress,Juliette Binoche,Three Colours: Blue,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1993,Venice Film Festival 1993,Volpi Cup for Best Actress,Mother,Dove siete? Io sono qui,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1994,Venice Film Festival 1994,Golden Lion,,Before the Rain,,1,https://en.wikipedia.org/wiki/Golden_Lion
1994,Venice Film Festival 1994,Golden Lion,,愛情萬歲,,1,https://en.wikipedia.org/wiki/Golden_Lion
1994,Venice Film Festival 1994,Golden Lion,"Al Pacino, Suso Cecchi d'Amico, and Ken Loach","Al Pacino, Suso Cecchi d'Amico, and Ken Loach",,1,https://en.wikipedia.org/wiki/Golden_Lion
1994,Venice Film Festival 1994,Silver Lion,,Heavenly Creatures,,1,https://en.wikipedia.org/wiki/Silver_Lion
1994,Venice Film Festival 1994,Silver Lion,,James Gray,,1,https://en.wikipedia.org/wiki/Silver_Lion
1994,Venice Film Festival 1994,Silver Lion,,Carlo Mazzacurati,,1,https://en.wikipedia.org/wiki/Silver_Lion
1994,Venice Film Festival 1994,Volpi Cup for Best Actor,Loris,Il toro,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1994,Venice Film Festival 1994,Volpi Cup for Best Actor,Xia Yu,In the Heat of the Sun,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1994,Venice Film Festival 1994,Volpi Cup for Best Actress,Irina Shapira,Little Odessa,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1994,Venice Film Festival 1994,Volpi Cup for Best Actress,Maria de Medeiros,"Two Brothers, My Sister",,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1995,Venice Film Festival 1995,Golden Lion,,Cyclo,,1,https://en.wikipedia.org/wiki/Golden_Lion
1995,Venice Film Festival 1995,Golden Lion,"Woody Allen, Monica Vitti, Martin Scorsese, Alberto Sordi, Ennio Morricone, Giuseppe De Santis, Goffredo Lombardo, and Alain Resnais","Woody Allen, Monica Vitti, Martin Scorsese, Alberto Sordi, Ennio Morricone, Giuseppe De Santis, Goffredo Lombardo, and Alain Resnais",,1,https://en.wikipedia.org/wiki/Golden_Lion
1995,Venice Film Festival 1995,Volpi Cup for Best Actor,Ginger,Nothing Personal,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1995,Venice Film Festival 1995,Volpi Cup for Best Actor,Götz George,Deathmaker,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1995,Venice Film Festival 1995,Volpi Cup for Best Actress,Andreina,Romanzo di un giovane povero,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1995,Venice Film Festival 1995,Volpi Cup for Best Actress,Jeanne,Jeanne,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1995,Venice Film Festival 1995,Volpi Cup for Best Actress,Sandrine Bonnaire,La Cérémonie,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1995,Venice Film Festival 1995,Volpi Cup for Best Actress,The Madness of King George,The Madness of King George,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1996,Venice Film Festival 1996,Golden Lion,,Michael Collins,,1,https://en.wikipedia.org/wiki/Golden_Lion
1996,Venice Film Festival 1996,Golden Lion,"Robert Altman, Vittorio Gassman, Dustin Hoffman, and Michèle Morgan","Robert Altman, Vittorio Gassman, Dustin Hoffman, and Michèle Morgan",,1,https://en.wikipedia.org/wiki/Golden_Lion
1996,Venice Film Festival 1996,Silver Lion,Sima Urale,O Tamaiti,,1,https://en.wikipedia.org/wiki/Silver_Lion
1996,Venice Film Festival 1996,Volpi Cup for Best Actor,1997,She's So Lovely,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1996,Venice Film Festival 1996,Volpi Cup for Best Actor,"Cesarian ""Chez"" Tempio",The Funeral,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1996,Venice Film Festival 1996,Volpi Cup for Best Actor,Liam Neeson,Michael Collins,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1996,Venice Film Festival 1996,Volpi Cup for Best Actor,Sean Penn,Dead Man Walking,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1996,Venice Film Festival 1996,Volpi Cup for Best Actress,Victoire Thivisol,Ponette,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1997,Venice Film Festival 1997,Golden Lion,,Hana-bi,,1,https://en.wikipedia.org/wiki/Golden_Lion
1997,Venice Film Festival 1997,Golden Lion,"Gérard Depardieu, Stanley Kubrick, and Alida Valli","Gérard Depardieu, Stanley Kubrick, and Alida Valli",,1,https://en.wikipedia.org/wiki/Golden_Lion
1997,Venice Film Festival 1997,Volpi Cup for Best Actor,Wesley Snipes,One Night Stand,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1997,Venice Film Festival 1997,Volpi Cup for Best Actress,2010,Certified Copy,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1997,Venice Film Festival 1997,Volpi Cup for Best Actress,Juliette Binoche,The English Patient,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1997,Venice Film Festival 1997,Volpi Cup for Best Actress,Robin Tunney,"Niagara, Niagara",,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1998,Venice Film Festival 1998,Golden Lion,,The Way We Laughed,,1,https://en.wikipedia.org/wiki/Golden_Lion
1998,Venice Film Festival 1998,Golden Lion,"Warren Beatty, Sophia Loren, and Andrzej Wajda","Warren Beatty, Sophia Loren, and Andrzej Wajda",,1,https://en.wikipedia.org/wiki/Golden_Lion
1998,Venice Film Festival 1998,Silver Lion,Emir Kusturica,"Black Cat, White Cat",,1,https://en.wikipedia.org/wiki/Silver_Lion
1998,Venice Film Festival 1998,Volpi Cup for Best Actor,Sean Penn,Hurlyburly,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1998,Venice Film Festival 1998,Volpi Cup for Best Actress,Catherine Deneuve,Place Vendôme,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
1999,Venice Film Festival 1999,Golden Lion,,Not One Less,,1,https://en.wikipedia.org/wiki/Golden_Lion
1999,Venice Film Festival 1999,Golden Lion,Jerry Lewis,Jerry Lewis,,1,https://en.wikipedia.org/wiki/Golden_Lion
1999,Venice Film Festival 1999,Silver Lion,Teboho Mahlatsi,Portrait of a Young Man Drowning,,1,https://en.wikipedia.org/wiki/Silver_Lion
1999,Venice Film Festival 1999,Silver Lion,Zhang Yuan,Seventeen Years,,1,https://en.wikipedia.org/wiki/Silver_Lion
1999,Venice Film Festival 1999,Volpi Cup for Best Actor,Jim Broadbent,Topsy-Turvy,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
1999,Venice Film Festival 1999,Volpi Cup for Best Actress,Nathalie Baye,Une liaison pornographique,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2000,Venice Film Festival 2000,Golden Lion,,The Circle,,1,https://en.wikipedia.org/wiki/Golden_Lion
2000,Venice Film Festival 2000,Golden Lion,Clint Eastwood,Clint Eastwood,,1,https://en.wikipedia.org/wiki/Golden_Lion
2000,Venice Film Festival 2000,Silver Lion,Buddhadeb Dasgupta,Uttara,,1,https://en.wikipedia.org/wiki/Silver_Lion
2000,Venice Film Festival 2000,Silver Lion,Peter Long,A Telephone Call for Genevieve Snow,,1,https://en.wikipedia.org/wiki/Silver_Lion
2000,Venice Film Festival 2000,Volpi Cup for Best Actor,Javier Bardem,Before Night Falls,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2000,Venice Film Festival 2000,Volpi Cup for Best Actress,Rose Byrne,The Goddess of 1967,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2001,Venice Film Festival 2001,Golden Lion,,Monsoon Wedding,,1,https://en.wikipedia.org/wiki/Golden_Lion
2001,Venice Film Festival 2001,Golden Lion,Éric Rohmer,Éric Rohmer,,1,https://en.wikipedia.org/wiki/Golden_Lion
2001,Venice Film Festival 2001,Silver Lion,Babak Payami,Secret Ballot,,1,https://en.wikipedia.org/wiki/Silver_Lion
2001,Venice Film Festival 2001,Silver Lion,Jan Krüger,Freunde,,1,https://en.wikipedia.org/wiki/Silver_Lion
2001,Venice Film Festival 2001,Volpi Cup for Best Actor,Luigi Lo Cascio,Light of My Eyes,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2001,Venice Film Festival 2001,Volpi Cup for Best Actress,Sandra Ceccarelli,Light of My Eyes,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2001,Venice Film Festival 2001,Volpi Cup for Best Actress,The Piano Teacher,The Piano Teacher,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2002,Venice Film Festival 2002,Golden Lion,,The Magdalene Sisters,,1,https://en.wikipedia.org/wiki/Golden_Lion
2002,Venice Film Festival 2002,Golden Lion,Dino Risi,Dino Risi,,1,https://en.wikipedia.org/wiki/Golden_Lion
2002,Venice Film Festival 2002,Silver Lion,Irina Evteeva,Clown,,1,https://en.wikipedia.org/wiki/Silver_Lion
2002,Venice Film Festival 2002,Silver Lion,Lee Chang-dong,Oasis,,1,https://en.wikipedia.org/wiki/Silver_Lion
2002,Venice Film Festival 2002,Volpi Cup for Best Actor,Stefano Accorsi,A Journey Called Love,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2002,Venice Film Festival 2002,Volpi Cup for Best Actress,Julianne Moore,Far from Heaven,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2003,Venice Film Festival 2003,Golden Lion,,The Return,,1,https://en.wikipedia.org/wiki/Golden_Lion
2003,Venice Film Festival 2003,Golden Lion,Dino De Laurentiis and Omar Sharif,Dino De Laurentiis and Omar Sharif,,1,https://en.wikipedia.org/wiki/Golden_Lion
2003,Venice Film Festival 2003,Silver Lion,Murad Ibragimbekov,Neft,,1,https://en.wikipedia.org/wiki/Silver_Lion
2003,Venice Film Festival 2003,Silver Lion,Takeshi Kitano,Zatōichi,,1,https://en.wikipedia.org/wiki/Silver_Lion
2003,Venice Film Festival 2003,Volpi Cup for Best Actor,Sean Penn,21 Grams,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2003,Venice Film Festival 2003,Volpi Cup for Best Actress,2014,Maps to the Stars,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2003,Venice Film Festival 2003,Volpi Cup for Best Actress,Julianne Moore,The Hours,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2003,Venice Film Festival 2003,Volpi Cup for Best Actress,Katja Riemann,Rosenstrasse,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2003,Venice Film Festival 2003,Volpi Cup for Best Actress,Nicole Kidman,The Hours,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2004,Venice Film Festival 2004,Golden Lion,,Vera Drake,,1,https://en.wikipedia.org/wiki/Golden_Lion
2004,Venice Film Festival 2004,Golden Lion,Stanley Donen and Manoel de Oliveira,Stanley Donen and Manoel de Oliveira,,1,https://en.wikipedia.org/wiki/Golden_Lion
2004,Venice Film Festival 2004,Silver Lion,Kamel Cherif,Signe d'appartenance,,1,https://en.wikipedia.org/wiki/Silver_Lion
2004,Venice Film Festival 2004,Silver Lion,Kim Ki-duk,3-Iron,,1,https://en.wikipedia.org/wiki/Silver_Lion
2004,Venice Film Festival 2004,Volpi Cup for Best Actor,Javier Bardem,The Sea Inside,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2004,Venice Film Festival 2004,Volpi Cup for Best Actress,Imelda Staunton,Vera Drake,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2005,Venice Film Festival 2005,Golden Lion,,Brokeback Mountain,,1,https://en.wikipedia.org/wiki/Golden_Lion
2005,Venice Film Festival 2005,Golden Lion,Hayao Miyazaki and Stefania Sandrelli,Hayao Miyazaki and Stefania Sandrelli,,1,https://en.wikipedia.org/wiki/Golden_Lion
2005,Venice Film Festival 2005,Silver Lion,Chien-ping Lin,Xiaozhan,,1,https://en.wikipedia.org/wiki/Silver_Lion
2005,Venice Film Festival 2005,Silver Lion,Philippe Garrel,Regular Lovers,,1,https://en.wikipedia.org/wiki/Silver_Lion
2005,Venice Film Festival 2005,Volpi Cup for Best Actor,David Strathairn,"Good Night, and Good Luck",,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2005,Venice Film Festival 2005,Volpi Cup for Best Actress,Giovanna Mezzogiorno,Don't Tell,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2006,Venice Film Festival 2006,Golden Lion,,Still Life,,1,https://en.wikipedia.org/wiki/Golden_Lion
2006,Venice Film Festival 2006,Golden Lion,David Lynch,David Lynch,,1,https://en.wikipedia.org/wiki/Golden_Lion
2006,Venice Film Festival 2006,Silver Lion,Alain Resnais,Private Fears in Public Places,,1,https://en.wikipedia.org/wiki/Silver_Lion
2006,Venice Film Festival 2006,Silver Lion,Alix Delaporte,Comment on freine dans une descente?,,1,https://en.wikipedia.org/wiki/Silver_Lion
2006,Venice Film Festival 2006,Silver Lion,Emanuele Crialese,Golden Door,,1,https://en.wikipedia.org/wiki/Silver_Lion
2006,Venice Film Festival 2006,Volpi Cup for Best Actor,Ben Affleck,Hollywoodland,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2006,Venice Film Festival 2006,Volpi Cup for Best Actress,Helen Mirren,The Queen,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2006,Venice Film Festival 2006,Volpi Cup for Best Actress,Penélope Cruz,Volver,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2007,Venice Film Festival 2007,Golden Lion,,"Lust, Caution",,1,https://en.wikipedia.org/wiki/Golden_Lion
2007,Venice Film Festival 2007,Golden Lion,Tim Burton and Bernardo Bertolucci (for the last 75 years of the history of cinema),Tim Burton and Bernardo Bertolucci (for the last 75 years of the history of cinema),,1,https://en.wikipedia.org/wiki/Golden_Lion
2007,Venice Film Festival 2007,Silver Lion,Brian De Palma,Redacted,,1,https://en.wikipedia.org/wiki/Silver_Lion
2007,Venice Film Festival 2007,Silver Lion,Paddy Considine,Dog Altogether,,1,https://en.wikipedia.org/wiki/Silver_Lion
2007,Venice Film Festival 2007,Volpi Cup for Best Actor,Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2007,Venice Film Festival 2007,Volpi Cup for Best Actress,Cate Blanchett,I'm Not There,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2008,Venice Film Festival 2008,Golden Lion,,The Wrestler,,1,https://en.wikipedia.org/wiki/Golden_Lion
2008,Venice Film Festival 2008,Golden Lion,Ermanno Olmi,Ermanno Olmi,,1,https://en.wikipedia.org/wiki/Golden_Lion
2008,Venice Film Festival 2008,Silver Lion,Aleksei Alekseivich German,Paper Soldier,,1,https://en.wikipedia.org/wiki/Silver_Lion
2008,Venice Film Festival 2008,Volpi Cup for Best Actor,Silvio Orlando,Giovanna's Father,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2008,Venice Film Festival 2008,Volpi Cup for Best Actress,Dominique Blanc,The Other One,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2009,Venice Film Festival 2009,Golden Lion,,Lebanon,,1,https://en.wikipedia.org/wiki/Golden_Lion
2009,Venice Film Festival 2009,Golden Lion,"John Lasseter, Brad Bird, Pete Docter, Andrew Stanton, and Lee Unkrich","John Lasseter, Brad Bird, Pete Docter, Andrew Stanton, and Lee Unkrich",,1,https://en.wikipedia.org/wiki/Golden_Lion
2009,Venice Film Festival 2009,Silver Lion,Shirin Neshat,Women Without Men,,1,https://en.wikipedia.org/wiki/Silver_Lion
2009,Venice Film Festival 2009,Volpi Cup for Best Actor,Colin Firth,A Single Man,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2009,Venice Film Festival 2009,Volpi Cup for Best Actress,Kseniya Rappoport,The Double Hour,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2010,Venice Film Festival 2010,Golden Lion,,Somewhere §,,1,https://en.wikipedia.org/wiki/Golden_Lion
2010,Venice Film Festival 2010,Golden Lion,John Woo,John Woo,,1,https://en.wikipedia.org/wiki/Golden_Lion
2010,Venice Film Festival 2010,Silver Lion,Álex de la Iglesia,The Last Circus,,1,https://en.wikipedia.org/wiki/Silver_Lion
2010,Venice Film Festival 2010,Volpi Cup for Best Actor,Javier Bardem,Biutiful,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2010,Venice Film Festival 2010,Volpi Cup for Best Actor,Vincent Gallo,Essential Killing,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2010,Venice Film Festival 2010,Volpi Cup for Best Actress,Ariane Labed,Attenberg,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2011,Venice Film Festival 2011,Golden Lion,,Faust §,,1,https://en.wikipedia.org/wiki/Golden_Lion
2011,Venice Film Festival 2011,Golden Lion,Marco Bellocchio,Marco Bellocchio,,1,https://en.wikipedia.org/wiki/Golden_Lion
2011,Venice Film Festival 2011,Silver Lion,Cai Shangjun,People Mountain People Sea,,1,https://en.wikipedia.org/wiki/Silver_Lion
2011,Venice Film Festival 2011,Volpi Cup for Best Actor,Michael Fassbender,Shame,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2011,Venice Film Festival 2011,Volpi Cup for Best Actress,Deanie Ip,A Simple Life,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2012,Venice Film Festival 2012,Golden Lion,,Pietà,,1,https://en.wikipedia.org/wiki/Golden_Lion
2012,Venice Film Festival 2012,Golden Lion,Francesco Rosi,Francesco Rosi,,1,https://en.wikipedia.org/wiki/Golden_Lion
2012,Venice Film Festival 2012,Silver Lion,Paul Thomas Anderson,The Master,,1,https://en.wikipedia.org/wiki/Silver_Lion
2012,Venice Film Festival 2012,Volpi Cup for Best Actor,Freddie Quell,Freddie Quell,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2012,Venice Film Festival 2012,Volpi Cup for Best Actor,Philip Seymour Hoffman,The Master,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2012,Venice Film Festival 2012,Volpi Cup for Best Actress,Hadas Yaron,Fill the Void,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2013,Venice Film Festival 2013,Golden Lion,,Sacro GRA,,1,https://en.wikipedia.org/wiki/Golden_Lion
2013,Venice Film Festival 2013,Golden Lion,William Friedkin,William Friedkin,,1,https://en.wikipedia.org/wiki/Golden_Lion
2013,Venice Film Festival 2013,Silver Lion,Alexandros Avranas,Miss Violence,,1,https://en.wikipedia.org/wiki/Silver_Lion
2013,Venice Film Festival 2013,Volpi Cup for Best Actor,Themis Panou,Miss Violence,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2013,Venice Film Festival 2013,Volpi Cup for Best Actress,Elena Cotta,A Street in Palermo,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2014,Venice Film Festival 2014,Golden Lion,,A Pigeon Sat on a Branch Reflecting on Existence,,1,https://en.wikipedia.org/wiki/Golden_Lion
2014,Venice Film Festival 2014,Golden Lion,Thelma Schoonmaker and Frederick Wiseman,Thelma Schoonmaker and Frederick Wiseman,,1,https://en.wikipedia.org/wiki/Golden_Lion
2014,Venice Film Festival 2014,Silver Lion,Andrei Konchalovsky,The Postman's White Nights,,1,https://en.wikipedia.org/wiki/Silver_Lion
2014,Venice Film Festival 2014,Volpi Cup for Best Actor,Adam Driver,Hungry Hearts,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2014,Venice Film Festival 2014,Volpi Cup for Best Actress,Alba Rohrwacher,Hungry Hearts,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2015,Venice Film Festival 2015,Golden Lion,,From Afar,,1,https://en.wikipedia.org/wiki/Golden_Lion
2015,Venice Film Festival 2015,Golden Lion,Bertrand Tavernier,Bertrand Tavernier,,1,https://en.wikipedia.org/wiki/Golden_Lion
2015,Venice Film Festival 2015,Silver Lion,Pablo Trapero,The Clan,,1,https://en.wikipedia.org/wiki/Silver_Lion
2015,Venice Film Festival 2015,Volpi Cup for Best Actor,Fabrice Luchini,Courted,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2015,Venice Film Festival 2015,Volpi Cup for Best Actor,Tom Courtenay,45 Years,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2015,Venice Film Festival 2015,Volpi Cup for Best Actor,Vincent Lindon,The Measure of a Man,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2015,Venice Film Festival 2015,Volpi Cup for Best Actress,Charlotte Rampling,45 Years,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2015,Venice Film Festival 2015,Volpi Cup for Best Actress,Valeria Golino,Per amor vostro,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2016,Venice Film Festival 2016,Golden Lion,,The Woman Who Left,,1,https://en.wikipedia.org/wiki/Golden_Lion
2016,Venice Film Festival 2016,Golden Lion,Jean-Paul Belmondo and Jerzy Skolimowski,Jean-Paul Belmondo and Jerzy Skolimowski,,1,https://en.wikipedia.org/wiki/Golden_Lion
2016,Venice Film Festival 2016,Silver Lion,Amat Escalante,The Untamed,,1,https://en.wikipedia.org/wiki/Silver_Lion
2016,Venice Film Festival 2016,Silver Lion,Paradise,Рай,,1,https://en.wikipedia.org/wiki/Silver_Lion
2016,Venice Film Festival 2016,Volpi Cup for Best Actor,Oscar Martínez,The Distinguished Citizen,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2016,Venice Film Festival 2016,Volpi Cup for Best Actress,Emma Stone,La La Land,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2017,Venice Film Festival 2017,Golden Lion,,The Shape of Water,,1,https://en.wikipedia.org/wiki/Golden_Lion
2017,Venice Film Festival 2017,Golden Lion,Jane Fonda and Robert Redford,Jane Fonda and Robert Redford,,1,https://en.wikipedia.org/wiki/Golden_Lion
2017,Venice Film Festival 2017,Silver Lion,Xavier Legrand,Custody,,1,https://en.wikipedia.org/wiki/Silver_Lion
2017,Venice Film Festival 2017,Volpi Cup for Best Actor,Joaquin Phoenix,You Were Never Really Here,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2017,Venice Film Festival 2017,Volpi Cup for Best Actor,Kamel El Basha,The Insult,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2017,Venice Film Festival 2017,Volpi Cup for Best Actress,Charlotte Rampling,Hannah,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2018,Venice Film Festival 2018,Golden Lion,,Roma,,1,https://en.wikipedia.org/wiki/Golden_Lion
2018,Venice Film Festival 2018,Golden Lion,David Cronenberg and Vanessa Redgrave,David Cronenberg and Vanessa Redgrave,,1,https://en.wikipedia.org/wiki/Golden_Lion
2018,Venice Film Festival 2018,Silver Lion,Jacques Audiard,The Sisters Brothers,,1,https://en.wikipedia.org/wiki/Silver_Lion
2018,Venice Film Festival 2018,Volpi Cup for Best Actor,Willem Dafoe,At Eternity's Gate,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2018,Venice Film Festival 2018,Volpi Cup for Best Actress,Olivia Colman,The Favourite,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2019,Venice Film Festival 2019,Golden Lion,,Joker,,1,https://en.wikipedia.org/wiki/Golden_Lion
