year,ceremony,category,nominee,film,country,winner,source_url
2019,Venice Film Festival 2019,Golden Lion,Julie Andrews and Pedro Almodóvar,Julie Andrews and Pedro Almodóvar,,1,https://en.wikipedia.org/wiki/Golden_Lion
2019,Venice Film Festival 2019,Silver Lion,Roy Andersson,About Endlessness,,1,https://en.wikipedia.org/wiki/Silver_Lion
2019,Venice Film Festival 2019,Volpi Cup for Best Actor,Luca Marinelli,Martin Eden,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2019,Venice Film Festival 2019,Volpi Cup for Best Actress,Ariane Ascaride,Gloria Mundi,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2020,Venice Film Festival 2020,Golden Lion,,Nomadland,,1,https://en.wikipedia.org/wiki/Golden_Lion
2020,Venice Film Festival 2020,Golden Lion,Ann Hui and Tilda Swinton,Ann Hui and Tilda Swinton,,1,https://en.wikipedia.org/wiki/Golden_Lion
2020,Venice Film Festival 2020,Silver Lion,Kiyoshi Kurosawa,Wife of a Spy,,1,https://en.wikipedia.org/wiki/Silver_Lion
2020,Venice Film Festival 2020,Volpi Cup for Best Actor,Pierfrancesco Favino,Padrenostro,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2020,Venice Film Festival 2020,Volpi Cup for Best Actress,Vanessa Kirby,Pieces of a Woman,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2021,Venice Film Festival 2021,Golden Lion,,Happening §,,1,https://en.wikipedia.org/wiki/Golden_Lion
2021,Venice Film Festival 2021,Golden Lion,Roberto Benigni and Jamie Lee Curtis,Roberto Benigni and Jamie Lee Curtis,,1,https://en.wikipedia.org/wiki/Golden_Lion
2021,Venice Film Festival 2021,Silver Lion,Jane Campion,The Power of the Dog,,1,https://en.wikipedia.org/wiki/Silver_Lion
2021,Venice Film Festival 2021,Volpi Cup for Best Actor,John Arcilla,On the Job: The Missing 8,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2021,Venice Film Festival 2021,Volpi Cup for Best Actress,Penélope Cruz,Parallel Mothers,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2022,Venice Film Festival 2022,Golden Lion,,All the Beauty and the Bloodshed,,1,https://en.wikipedia.org/wiki/Golden_Lion
2022,Venice Film Festival 2022,Golden Lion,Catherine Deneuve and Paul Schrader,Catherine Deneuve and Paul Schrader,,1,https://en.wikipedia.org/wiki/Golden_Lion
2022,Venice Film Festival 2022,Silver Lion,Luca Guadagnino,Bones and All,,1,https://en.wikipedia.org/wiki/Silver_Lion
2022,Venice Film Festival 2022,Volpi Cup for Best Actor,Colin Farrell,The Banshees of Inisherin,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2022,Venice Film Festival 2022,Volpi Cup for Best Actress,Cate Blanchett,Tár,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2023,Venice Film Festival 2023,Golden Lion,,Poor Things,,1,https://en.wikipedia.org/wiki/Golden_Lion
2023,Venice Film Festival 2023,Golden Lion,Liliana Cavani and Tony Leung Chiu-wai,Liliana Cavani and Tony Leung Chiu-wai,,1,https://en.wikipedia.org/wiki/Golden_Lion
2023,Venice Film Festival 2023,Silver Lion,Matteo Garrone,Io Capitano,,1,https://en.wikipedia.org/wiki/Silver_Lion
2023,Venice Film Festival 2023,Volpi Cup for Best Actor,Peter Sarsgaard,Memory,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2023,Venice Film Festival 2023,Volpi Cup for Best Actress,Cailee Spaeny,Priscilla,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2024,Venice Film Festival 2024,Golden Lion,,The Room Next Door,,1,https://en.wikipedia.org/wiki/Golden_Lion
2024,Venice Film Festival 2024,Golden Lion,Peter Weir and Sigourney Weaver,Peter Weir and Sigourney Weaver,,1,https://en.wikipedia.org/wiki/Golden_Lion
2024,Venice Film Festival 2024,Silver Lion,Brady Corbet,The Brutalist,,1,https://en.wikipedia.org/wiki/Silver_Lion
2024,Venice Film Festival 2024,Volpi Cup for Best Actor,Vincent Lindon,The Quiet Son,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2024,Venice Film Festival 2024,Volpi Cup for Best Actress,Nicole Kidman,Babygirl,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2025,Venice Film Festival 2025,Golden Lion,,Father Mother Sister Brother,,1,https://en.wikipedia.org/wiki/Golden_Lion
2025,Venice Film Festival 2025,Golden Lion,Werner Herzog and Kim Novak,Werner Herzog and Kim Novak,,1,https://en.wikipedia.org/wiki/Golden_Lion
2025,Venice Film Festival 2025,Silver Lion,Benny Safdie,The Smashing Machine,,1,https://en.wikipedia.org/wiki/Silver_Lion
2025,Venice Film Festival 2025,Volpi Cup for Best Actor,Toni Servillo,La grazia,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actor
2025,Venice Film Festival 2025,Volpi Cup for Best Actress,Rose Byrne,If I Had Legs I'd Kick You,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
2025,Venice Film Festival 2025,Volpi Cup for Best Actress,Xin Zhilei,The Sun Rises on Us All,,1,https://en.wikipedia.org/wiki/Volpi_Cup_for_Best_Actress
