year,film,person,is_winner,raw_text,source_url
,"Ballu Saluja, Rajkumar Hirani , Namrata Rao , P. S. Bharati",,False,"2 | Ballu Saluja, Rajkumar Hirani , Namrata Rao , P. S. Bharati",https://en.wikipedia.org/wiki/IIFA_Award_for_Best_Editing
