year,film,person,is_winner,raw_text,source_url
,"Satish Gupta, Jitendra Chaudhary, Resul Pookutty , Eric Pillai",,False,"2 | Satish Gupta, Jitendra Chaudhary, Resul Pookutty , Eric Pillai",https://en.wikipedia.org/wiki/IIFA_Award_for_Best_Sound_Recording
