year,film,person,is_winner,raw_text,source_url
,"Akshaye Khanna , Rishi Kapoor",,False,"2 | Akshaye Khanna , Rishi Kapoor",https://en.wikipedia.org/wiki/IIFA_Award_for_Best_Performance_in_a_Negative_Role
