year,film,person,is_winner,raw_text,source_url
,Javed Akhtar,6,False,Most awards in 2000s | Javed Akhtar | 6 (out of 10),https://en.wikipedia.org/wiki/IIFA_Award_for_Best_Lyricist
,Amitabh Bhattacharya,3,False,Most awards in 2010s | Amitabh Bhattacharya | 3 (out of 10),https://en.wikipedia.org/wiki/IIFA_Award_for_Best_Lyricist
