year,film,person,is_winner,raw_text,source_url
,"Aditya Chopra , Jaideep Sahni , Rajkumar Hirani , Zoya Akhtar & Reema Kagti",,False,"2 | Aditya Chopra , Jaideep Sahni , Rajkumar Hirani , Zoya Akhtar & Reema Kagti",https://en.wikipedia.org/wiki/IIFA_Award_for_Best_Story
