award_show,year,ceremony_edition,category,nominee_name,work_title,role_or_character,result,language,source_url
,2026,31st Critics' Choice Awards,Best Picture,One Battle After Another,,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Bugonia,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Frankenstein,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Hamnet,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Jay Kelly,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Marty Supreme,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Sentimental Value,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Sinners[a],,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Train Dreams,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Picture,Wicked: For Good,,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Director,Paul Thomas Anderson,One Battle After Another,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Director,Ryan Coogler,Sinners,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Director,Guillermo del Toro,Frankenstein,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Director,Josh Safdie,Marty Supreme,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Director,Joachim Trier,Sentimental Value,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Director,Chloé Zhao,Hamnet,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actor,Timothée Chalamet,Marty Supreme,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actor,Leonardo DiCaprio,One Battle After Another,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actor,Joel Edgerton,Train Dreams,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actor,Ethan Hawke,Blue Moon,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actor,Michael B. Jordan,Sinners,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actor,Wagner Moura,The Secret Agent,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actress,Jessie Buckley,Hamnet,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actress,Rose Byrne,If I Had Legs I'd Kick You,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actress,Chase Infiniti,One Battle After Another,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actress,Renate Reinsve,Sentimental Value,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actress,Amanda Seyfried,The Testament of Ann Lee,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Actress,Emma Stone,Bugonia,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actor,Jacob Elordi,Frankenstein,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actor,Benicio del Toro,One Battle After Another,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actor,Paul Mescal,Hamnet,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actor,Sean Penn,One Battle After Another,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actor,Adam Sandler,Jay Kelly,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actor,Stellan Skarsgård,Sentimental Value,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actress,Amy Madigan,Weapons,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actress,Elle Fanning,Sentimental Value,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actress,Ariana Grande,Wicked: For Good,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actress,Inga Ibsdotter Lilleaas,Sentimental Value,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actress,Wunmi Mosaku,Sinners,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Supporting Actress,Teyana Taylor,One Battle After Another,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Young Actor/Actress,Miles Caton,Sinners,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Young Actor/Actress,Everett Blunck,The Plague,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Young Actor/Actress,Cary Christopher,Weapons,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Young Actor/Actress,Shannon Mahina Gorman,Rental Family,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Young Actor/Actress,Jacobi Jupe,Hamnet,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Young Actor/Actress,Nina Ye,Left-Handed Girl,,Nominee,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
,2026,31st Critics' Choice Awards,Best Casting and Ensemble,Sinners,Francine Maisler,,Winner,English,https://en.wikipedia.org/wiki/31st_Critics'_Choice_Awards
