year,ceremony,category,nominee,film,country,winner,source_url
1986,Evening Standard British Film Awards 1986,Best Technical or Artistic Achievement,,Tony Pierce-Roberts – A Room with a View,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1986,Evening Standard British Film Awards 1986,Most Promising Newcomer,,Gary Oldman – Sid and Nancy,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1986,Evening Standard British Film Awards 1986,Peter Sellers Award for Comedy,,Clockwise – John Cleese,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1986,Evening Standard British Film Awards 1986,Special Award,,Jake Eberts,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Best Actor,Derek Jacobi – Little Dorrit,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Best Actress,Emily Lloyd – Wish You Were Here,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Best Film,,Hope and Glory – John Boorman,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Best Screenplay,,Alan Bennett – Prick Up Your Ears,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Best Technical or Artistic Achievement,,Anthony Pratt – Hope and Glory,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Most Promising Newcomer,,Harry Hook – The Kitchen Toto,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1987,Evening Standard British Film Awards 1987,Peter Sellers Award for Comedy,,"Personal Services, Wish You Were Here – David Leland",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Best Actor,"Bob Hoskins – Who Framed Roger Rabbit, The Lonely Passion of Judith Hearne",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Best Actress,"Billie Whitelaw – The Dressmaker, Maggie Smith – The Lonely Passion of Judith Hearne",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Best Film,,A Fish Called Wanda – Charles Crichton,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Best Screenplay,,Bruce Robinson – Withnail and I,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Best Technical or Artistic Achievement,,"William Diver, Patrick Duval – Distant Voices, Still Lives",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Most Promising Newcomer,,"Kristin Scott Thomas – A Handful of Dust, Jodhi May – A World Apart",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Peter Sellers Award for Comedy,,A Fish Called Wanda – Charles Crichton,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1988,Evening Standard British Film Awards 1988,Special Award,,Richard Williams,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Best Actor,Daniel Day-Lewis – My Left Foot,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Best Actress,Pauline Collins – Shirley Valentine,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Best Film,,Henry V – Kenneth Branagh,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Best Screenplay,,Willy Russell – Shirley Valentine,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Best Technical or Artistic Achievement,,Anton Furst – Batman,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Most Promising Newcomer,,Andi Engel– Melancholia,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Peter Sellers Award for Comedy,,High Hopes – Mike Leigh,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1989,Evening Standard British Film Awards 1989,Special Award,,Peter Greenaway,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1990,Evening Standard British Film Awards 1990,Best Actor,"Iain Glen – Mountains of the Moon, Fools of Fortune, Silent Scream",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
