award_show,year,ceremony_edition,category,nominee_name,work_title,role_or_character,result,language,source_url
Filmfare Awards South,2023,,Best Actor,Chiranjeevi,Waltair Veerayya,Waltair Veerayya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Dhanush,Sir,Bala Gangadhar Tilak,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Nani,Hi Nanna,Viraj,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Naveen Polishetty,Miss Shetty Mr Polishetty,Siddhu Polishetty,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Prakash Raj,Rangamarthanda,Raghava Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Best Actor,Allu Arjun,Pushpa 2: The Rule,Pushpa Raj,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Best Actor,Dulquer Salmaan,Lucky Baskhar,Baskhar Kumar,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Best Actor,N. T. Rama Rao Jr.,Devara: Part 1,Devara/Vara,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Best Actor,Nani,Saripodhaa Sanivaaram,Surya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Best Actor,Siddhu Jonnalagadda,Tillu Square,Bala Gangadhar Tilak,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2024,,Best Actor,Teja Sajja,Hanu-Man,Hanumanthu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1972,,Best Actress,J. Jayalalithaa,Sri Krishna Satya,Satyabhama / Chandrasena,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1973,,Best Actress,Vanisri,Jeevana Tarangalu,Roja,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1974,,Best Actress,Vanisri,Krishnaveni,Krishnaveni,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1974,,Best Actress,Roja Ramani,O Seeta Katha,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1974,,Best Actress,Vijaya Nirmala,Alluri Seetarama Raju,Seeta,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1975,,Best Actress,Vanisri,Jeevana Jyothi,Lakshmi / Sobha,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1975,,Best Actress,Annapurna,Swargam Narakam,Annapoorna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1975,,Best Actress,Sangeeta,Mutyala Muggu,Lakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1976,,Best Actress,Jayasudha,Jyothi,Jyothi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1976,,Best Actress,Jaya Prada,Anthuleni Katha,Saritha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1976,,Best Actress,Lalitha,Siri Siri Muvva,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1976,,Best Actress,Madhavi,Oorummadi Brathukulu,Hyma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1976,,Best Actress,Vanisri,Aradhana,Radha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1977,,Best Actress,Jayasudha,Aame Katha,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1977,,Best Actress,Jaya Prada,Adavi Ramudu,Padma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1977,,Best Actress,Lakshmi,Panthulamma,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1977,,Best Actress,Sripriya,Chilakamma Cheppindi,Malli,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1977,,Best Actress,Vanisri,Edureeta,Radha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1978,,Best Actress,Talluri Rameswari,Seetamalakshmi,Seetalu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1978,,Best Actress,Mamata Shankar,Oka Oori Katha,Nilamma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1978,,Best Actress,Roopa,Naalaaga Endaro,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1978,,Best Actress,Saritha,Maro Charitra,Swapna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1978,,Best Actress,Sridevi,Padaharella Vayasu,Malli,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1979,,Best Actress,Sujatha,Guppedu Manasu,Vidya,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1979,,Best Actress,Jayasudha,Idi Katha Kaadu,Suhasini,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1979,,Best Actress,Sarada,Nimajjanam,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1979,,Best Actress,Sowcar Janaki,Tayaramma Bangarayya,Tayaramma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1979,,Best Actress,Sridevi,Karthika Deepam,Radha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1980,,Best Actress,Jyothi,Vamsa Vruksham,ASP Vyjayanthi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1980,,Best Actress,Jaya Prada,Chandipriya,Chandipriya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1980,,Best Actress,Jayasudha,Pilla Zamindar,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1980,,Best Actress,Suryakantham,Gayyali Gangamma,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1980,,Best Actress,Vanisri,Mahalakshmi,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1981,,Best Actress,Radhika Sarathkumar,Nyayam Kavali,Bharathi Devi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1981,,Best Actress,Jaya Prada,47 Rojulu,Vaishali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1981,,Best Actress,Jayasudha,Premabhishekam,Jayanthi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1981,,Best Actress,Poornima,Mudda Mandaram,Durga,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1981,,Best Actress,Sridevi,Premabhishekam,Devi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1982,,Best Actress,Jayasudha,Griha Pravesham,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1982,,Best Actress,Jaya Prada,Meghasandesam,Padma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1982,,Best Actress,Madhavi,Intlo Ramayya Veedhilo Krishnayya,Jayalaxmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1982,,Best Actress,Radhika Sarathkumar,Patnam Vachina Pativrathalu,Lalithamba,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1982,,Best Actress,Sumalatha,Subhalekha,Sujatha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1983,,Best Actress,Jaya Prada,Sagara Sangamam,Madhavi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1983,,Best Actress,Jayasudha,Dharmaatmudu,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1983,,Best Actress,Radhika Sarathkumar,Abhilasha,Archana,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1983,,Best Actress,Saritha,Kokilamma,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1983,,Best Actress,Vijayashanti,Neti Bharatam,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1984,,Best Actress,Suhasini Maniratnam,Swathi,Swati,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1984,,Best Actress,Bhanupriya,Sitaara,Sitara / Kokila,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1984,,Best Actress,Jayasudha,Justice Chakravarthy,Jayanthi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1984,,Best Actress,Poornima,Srivariki Premalekha,Swarna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1984,,Best Actress,Radha,Vasantha Geetam,Madhavi / Mary,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1985,,Best Actress,Vijayashanti,Pratighatana,Jhansi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1985,,Best Actress,Bhanupriya,Anveshana,Hema,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1985,,Best Actress,Jayasudha,Bharyabhartala Bandham,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1985,,Best Actress,Sudha Chandran,Mayuri,Mayuri Olpam,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1985,,Best Actress,Suhasini Maniratnam,Sravanthi,Sravanti,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1986,,Best Actress,Lakshmi,Sravana Meghalu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1986,,Best Actress,Khushbu Sundar,Kaliyuga Pandavulu,Bharathi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1986,,Best Actress,Radhika Sarathkumar,Swathi Muthyam,Lalitha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1986,,Best Actress,Radha,Pasupu Thadu,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1986,,Best Actress,Suhasini Maniratnam,Sirivennela,Subhashini,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1987,,Best Actress,Vijayashanti,Swayamkrushi,Ganga,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1987,,Best Actress,Bhanupriya,Dharmapatni,SI Vidya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1987,,Best Actress,Rajani,Aha Naa Pellanta,Padma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1987,,Best Actress,Suhasini Maniratnam,Samsaram Oka Chadarangam,Uma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1987,,Best Actress,Sumalatha,Sruthilayalu,Sita,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1988,,Best Actress,Bhanupriya,Swarnakamalam,Meenakshi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1988,,Best Actress,Archana,Daasi,Kamalakshi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1988,,Best Actress,Shobana,Rudraveena,Lalitha Sivajyoti,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1988,,Best Actress,Sridevi,Aakhari Poratam,Pravallika,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1988,,Best Actress,Vijayashanti,Janaki Ramudu,Janaki / Lakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1989,,Best Actress,Vijayashanti,Bharatha Nari,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1989,,Best Actress,Amala Akkineni,Siva,Asha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1989,,Best Actress,Girija Shettar,Geethanjali,Geethanjali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1989,,Best Actress,Ramya Krishnan,Sutradharulu,Maggie,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1989,,Best Actress,Revathi,Prema,Seethalu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1990,,Best Actress,Vijayashanti,Karthavyam,ASP Vyjayanthi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1990,,Best Actress,Divya Bharti,Bobbili Raja,Rani,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1990,,Best Actress,Malashri,Prema Khaidi,Neelima,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1990,,Best Actress,Radha,Kodama Simham,Bijili,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1990,,Best Actress,Shobana,Alludugaru,Kalyani,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1990,,Best Actress,Sridevi,Jagadeka Veerudu Athiloka Sundari,Indraja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1991,,Best Actress,Sridevi,Kshana Kshanam,Satya,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1991,,Best Actress,Divyavani,Pelli Pustakam,Satyabhama,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1991,,Best Actress,Meena,Seetharamayya Gari Manavaralu,Seeta,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1991,,Best Actress,Sarada,Amma Rajinama,Rajinama,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1991,,Best Actress,Shobana,Rowdy Gaari Pellam,Anjali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1992,,Best Actress,Revathi,Ankuram,Sindhura,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1992,,Best Actress,Divya Bharti,Chittemma Mogudu,Chittemma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1992,,Best Actress,Meena,Chanti,Nandini,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1992,,Best Actress,Meenakshi Seshadri,Aapadbandhavudu,Hema,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1992,,Best Actress,Nagma,Gharana Mogudu,Uma Devi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1993,,Best Actress,Vijayashanti,Police Lockup,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1993,,Best Actress,Aamani,Mister Pellam,Jhansi / Goddess Lakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1993,,Best Actress,Madhavi,Matru Devo Bhava,Sarada,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1993,,Best Actress,Ramya Krishnan,Allari Priyudu,Lalita Rani,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1993,,Best Actress,Revathi,Gaayam,Anitha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1994,,Best Actress,Aamani,Subhalagnam,Radha,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1994,,Best Actress,Jayasudha,Bangaru Kutumbam,Savitri,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1994,,Best Actress,Ooha,Aame,Ooha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1994,,Best Actress,Radhika Sarathkumar,Palnati Pourusham,Seetha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1995,,Best Actress,Soundarya,Ammoru,Bhavani,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1995,,Best Actress,Aamani,Subha Sankalpam,Ganga,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1995,,Best Actress,Indraja,Sogasu Chooda Tarama!,Neelima,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1995,,Best Actress,Maheswari,Gulabi,Pooja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1995,,Best Actress,Rohini,Stri,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1996,,Best Actress,Tabu,Ninne Pelladata,Mahalakshmi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1996,,Best Actress,Rambha,Bombay Priyudu,Raga Sudha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1996,,Best Actress,Ravali,Pelli Sandadi,Kalyani,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1996,,Best Actress,Shilpa Shetty,Sahasa Veerudu Sagara Kanya,Bangaram,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1996,,Best Actress,Soundarya,Pavitra Bandham,Radha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1997,,Best Actress,Vijayashanti,Osey Ramulamma,Ramulamma,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1997,,Best Actress,Anjala Zaveri,Preminchukundam Raa,Kaveri,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1997,,Best Actress,Maheswari,Pelli,Maheswari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1997,,Best Actress,Sanghavi,Sindhooram,Baby,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1997,,Best Actress,Soundarya,Dongaata,Subbalakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1998,,Best Actress,Soundarya,Anthahpuram,Bhanumati,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1998,,Best Actress,Isha Koppikar,Chandralekha,Lekha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1998,,Best Actress,Keerthi Reddy,Tholi Prema,Anu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1998,,Best Actress,Preity Zinta,Premante Idera,Shailaja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1998,,Best Actress,Ramya Krishna,Kante Koothurne Kanu,Jyothi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1999,,Best Actress,Soundarya,Raja,Anjali,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1999,,Best Actress,Antara Mali,Prema Katha,Divya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1999,,Best Actress,Maheswari,Nee Kosam,Sasirekha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1999,,Best Actress,Prema,Devi,Devi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,1999,,Best Actress,Raasi,Preyasi Raave,Mahalakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2000,,Best Actress,Richa Pallod,Nuvve Kavali,Madhu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2000,,Best Actress,Laya,Manoharam,Usha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2000,,Best Actress,Soundarya,Jayam Manadera,Uma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2000,,Best Actress,Gajjala Kanaka Maha Lakshmi Devi,Annayya,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2001,,Best Actress,Bhumika Chawla,Kushi,Madhumati,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2001,,Best Actress,Laya,Preminchu,Meena,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2001,,Best Actress,Simran,Narasimha Naidu,Sravani,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2001,,Best Actress,Sonali Bendre,Murari,Vasundhara,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2002,,Best Actress,Sadha,Jayam,Sujatha,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2002,,Best Actress,Aarthi Agarwal,Nuvvu Leka Nenu Lenu,Krishna Veni,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2002,,Best Actress,Kalyani,Avunu Valliddaru Ista Paddaru!,Swathi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
