year,ceremony,category,nominee,film,winner,source_url
1979,37th Golden Globe Awards,Best Original Song,"""Rainbow Connection"" (Paul Williams, Kenny Ascher)",The Muppet Movie,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Original Song,"""Through the Eyes of Love"" (Marvin Hamlisch, Carole Bayer Sager)",Ice Castles,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Ricky Schroder,The Champ,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Dennis Christopher,Breaking Away,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Justin Henry,Kramer vs. Kramer,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Dean Paul Martin,Players,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Treat Williams,Hair,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Bette Midler,The Rose,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Susan Anton,Goldengirl,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Bo Derek,10,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Lisa Eichhorn,Yanks,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,New Star of the Year – Actress,Lynn-Holly Johnson,Ice Castles,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Foreign Film,La Cage aux Folles (France),La Cage aux Folles (France),1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Foreign Film,The Europeans (United Kingdom),The Europeans (United Kingdom),0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Foreign Film,The Marriage of Maria Braun (West Germany),The Marriage of Maria Braun (West Germany),0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Foreign Film,Soldier of Orange (Netherlands),Soldier of Orange (Netherlands),0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Foreign Film,Till Marriage Do Us Part (Italy),Till Marriage Do Us Part (Italy),0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,Backstairs at the White House,Backstairs at the White House,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,Centennial,Centennial,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,Dallas,Dallas,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,The Rockford Files,The Rockford Files,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,Roots: The Next Generations,Roots: The Next Generations,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,The Associates,The Associates,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,The Love Boat,The Love Boat,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Musical or Comedy,MASH,MASH,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Richard Chamberlain,Centennial,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Erik Estrada,CHiPs,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,James Garner,The Rockford Files,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,John Houseman,The Paper Chase,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Martin Sheen,Blind Ambition,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Robert Urich,Vega$,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Robert Wagner,Hart to Hart,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Barbara Bel Geddes,Dallas,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Kate Mulgrew,Mrs. Columbo,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Stefanie Powers,Hart to Hart,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Sada Thompson,Family,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Judd Hirsch,Taxi,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Wilfrid Hyde-White,The Associates,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,John Ritter,Three's Company,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Robin Williams,Mork & Mindy,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Penny Marshall,Laverne & Shirley,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Donna Pescow,Angie,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Jean Stapleton,All in the Family,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Actor - Actress,Loretta Swit,MASH,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,Jeff Conaway,Taxi,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,Andy Kaufman,Taxi,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,David Doyle,Charlie's Angels,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,Loni Anderson,WKRP in Cincinnati,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,Marilu Henner,Taxi,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,Beth Howland,Alice,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Supporting Actress,Linda Kelsey,Lou Grant,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Miniseries or Television Film,Elvis,Elvis,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Miniseries or Television Film,Friendly Fire,Friendly Fire,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Miniseries or Television Film,Like Normal People,Like Normal People,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Best Miniseries or Television Film,The Miracle Worker,The Miracle Worker,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,52nd Academy Awards,52nd Academy Awards,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,31st Primetime Emmy Awards,31st Primetime Emmy Awards,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,32nd Primetime Emmy Awards,32nd Primetime Emmy Awards,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,33rd British Academy Film Awards,33rd British Academy Film Awards,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,34th Tony Awards,34th Tony Awards,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,1979 in film,1979 in film,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,1979 in television,1979 in television,0,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1979,37th Golden Globe Awards,Cecil B. DeMille Award,IMdb 1980 Golden Globe Awards,IMdb 1980 Golden Globe Awards,1,https://en.wikipedia.org/wiki/37th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Musical or Comedy Series - Most awards,← 37th,← 37th,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Musical or Comedy Series - Most awards,Golden Globes,Golden Globes,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Musical or Comedy Series - Most awards,39th →,39th →,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,Ordinary People,Ordinary People,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,The Elephant Man,The Elephant Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,The Ninth Configuration,The Ninth Configuration,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,Raging Bull,Raging Bull,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,The Stunt Man,The Stunt Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,Coal Miner's Daughter,Coal Miner's Daughter,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,Airplane!,Airplane!,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,Fame,Fame,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,The Idolmaker,The Idolmaker,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Comedy or Musical,Melvin and Howard,Melvin and Howard,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Robert De Niro,Raging Bull,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,John Hurt,The Elephant Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Jack Lemmon,Tribute,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Peter O'Toole,The Stunt Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Donald Sutherland,Ordinary People,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Mary Tyler Moore,Ordinary People,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Ellen Burstyn,Resurrection,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Nastassja Kinski,Tess,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Deborah Raffin,Touched by Love,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Gena Rowlands,Gloria,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Ray Sharkey,The Idolmaker,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Neil Diamond,The Jazz Singer,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Tommy Lee Jones,Coal Miner's Daughter,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Paul Le Mat,Melvin and Howard,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Walter Matthau,Hopscotch,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Sissy Spacek,Coal Miner's Daughter,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Irene Cara,Fame,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Goldie Hawn,Private Benjamin,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Bette Midler,Divine Madness!,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Dolly Parton,9 to 5,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Timothy Hutton,Ordinary People,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Judd Hirsch,Ordinary People,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Joe Pesci,Raging Bull,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Jason Robards,Melvin and Howard,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Scott Wilson,The Ninth Configuration,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Mary Steenburgen,Melvin and Howard,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Lucie Arnaz,The Jazz Singer,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Beverly D'Angelo,Coal Miner's Daughter,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Cathy Moriarty,Raging Bull,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Debra Winger,Urban Cowboy,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,Robert Redford,Ordinary People,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,David Lynch,The Elephant Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,Roman Polanski,Tess,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,Richard Rush,The Stunt Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,Martin Scorsese,Raging Bull,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,The Ninth Configuration,William Peter Blatty,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,The Elephant Man,Eric Bergren and Christopher De Vore,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,Ordinary People,Alvin Sargent,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,Raging Bull,Mardik Martin and Paul Schrader,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Screenplay,The Stunt Man,Lawrence B. Marcus,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,The Stunt Man,Dominic Frontiere,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,American Gigolo,Giorgio Moroder,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,The Competition,Lalo Schifrin,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,The Empire Strikes Back,John Williams,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,Fame,Michael Gore,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,Somewhere in Time,John Barry,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,"""Fame"" (Michael Gore, Dean Pitchford)",Fame,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,"""9 to 5"" (Dolly Parton)",9 to 5,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,"""Call Me"" (Giorgio Moroder, Debbie Harry)",American Gigolo,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,"""Love on the Rocks"" (Neil Diamond, Gilbert Bécaud)",The Jazz Singer,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Original Song,"""Yesterday's Dreams"" (Michel Legrand, Carol Connors, Johnny Mathis)",Falling in Love Again,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Timothy Hutton,Ordinary People,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Christopher Atkins,The Blue Lagoon,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,William Hurt,Altered States,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Michael O'Keefe,The Great Santini,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Steve Railsback,The Stunt Man,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Nastassja Kinski,Tess,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Nancy Allen,Dressed to Kill,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Cathy Moriarty,Raging Bull,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Dolly Parton,9 to 5,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,New Star of the Year – Actress,Debra Winger,Urban Cowboy,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Foreign Film,Tess (United Kingdom),Tess (United Kingdom),1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Foreign Film,'Breaker' Morant (Australia),'Breaker' Morant (Australia),0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Foreign Film,Kagemusha (Japan),Kagemusha (Japan),0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Foreign Film,The Last Metro (France),The Last Metro (France),0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Foreign Film,My Brilliant Career (Australia),My Brilliant Career (Australia),0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Foreign Film,Special Treatment (Yugoslavia),Special Treatment (Yugoslavia),0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,Dallas,Dallas,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,Hart to Hart,Hart to Hart,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,Lou Grant,Lou Grant,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,Vega$,Vega$,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,The Scarlett O'Hara War,The Scarlett O'Hara War,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,Alice,Alice,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,The Love Boat,The Love Boat,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,MASH,MASH,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Musical or Comedy,Soap,Soap,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Edward Asner,Lou Grant,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Larry Hagman,Dallas,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Robert Urich,Vega$,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Robert Wagner,Hart to Hart,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Barbara Bel Geddes,Dallas,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Melissa Gilbert,Little House on the Prairie,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Linda Gray,Dallas,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Stefanie Powers,Hart to Hart,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Judd Hirsch,Taxi,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Hal Linden,Barney Miller,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Gavin MacLeod,The Love Boat,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Wayne Rogers,House Calls,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Loni Anderson,WKRP in Cincinnati,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Polly Holliday,Flo,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Linda Lavin,Alice,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Actor - Actress,Lynn Redgrave,House Calls,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Danny DeVito,Taxi,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Andy Kaufman,Taxi,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Geoffrey Lewis,Flo,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Marilu Henner,Taxi,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Beth Howland,Alice,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Supporting Actress,Linda Kelsey,Lou Grant,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Miniseries or Television Film,The Diary of Anne Frank,The Diary of Anne Frank,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Miniseries or Television Film,The Ordeal of Dr. Mudd,The Ordeal of Dr. Mudd,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Miniseries or Television Film,Playing for Time,Playing for Time,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Best Miniseries or Television Film,A Tale of Two Cities,A Tale of Two Cities,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,53rd Academy Awards,53rd Academy Awards,1,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,1st Golden Raspberry Awards,1st Golden Raspberry Awards,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,32nd Primetime Emmy Awards,32nd Primetime Emmy Awards,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,33rd Primetime Emmy Awards,33rd Primetime Emmy Awards,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,34th British Academy Film Awards,34th British Academy Film Awards,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,35th Tony Awards,35th Tony Awards,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,1980 in film,1980 in film,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
1980,38th Golden Globe Awards,Cecil B. DeMille Award,1980 in American television,1980 in American television,0,https://en.wikipedia.org/wiki/38th_Golden_Globe_Awards
